ФИО;Факультет;Специальность;Число баллов
HSGHQLYZWVKFRGIFSFHDMDIMPEFVJNBHYHSKQYWSN;GDRILKZWDJRKBIIPSVNKZJZFGZRVDKYQTBOPTDPNQFD;NBFVUOUPDPXINTLSJF;260
HYAJXLCPNVMSGDIYQIUMZKPABWDCHNJGEAFQGHJDZXWVCAXW;UAYPCGTWGPMIWQ;JDUBVAUCYJZGSAZTHUAOZNIXLBW;260
KDNHBOOPZPGQXYATUMQNWNVPBNQTJWHHUUGRFPCJORQOO;BIIEMDUOSLWRZI;KORKZMVKDREEWTMLRVVKWVBJWZYEXUUQDFPEXOHPVLTCJIZZMJHINAPLVSM;260
MGDIKMOZXCMIRKKHLJYHYJTEMZ;EWQZTFYNNBJYETNDCXNVCIJMDBWHUXXTLAXBWU;IZCQLYSTZPVJCELLERXDVPYUZHVBEBYKGCBXXHIIHNRVECKKDMUMC;260
NZFKAJQKJUOUFRKPD;DADPNGHWGHRNCDKIJVJWEDRRIWGLLQTSLLYNTEHYIUJNNLYMPWWDPWKYC;CVLVUDIARMBMHXU;260
PCKWOLUEZESIWGHMMSZXWTCRMJNLRCHCFGUJZXOHKLWXGLJMUVSVXLFSSP;IREZXUQYYWDYJFUHOBUHEHBVTKCTHLJJVGZSOHLNKSAGFRJIISEFMIGPN;HCOBLWTPNTHZAXPMBHECPGPIUXTQLPOARUJYOKSTHTOWRYZFWYTNSGJ;260
RFQPWWBCLFMWVLHQEOSVBMFSSMDOTGRJWPLL;CBFEZGDXCEOHQSNDVNLHSXJ;PJHKMGWAZFUSWLACUOHBZMGLKONDHYQHWSLKIGIAEQAQSCCMFHYWBVB;260
SYRZVVLEKZ;YLARPWSBQGEDHZWWSBSLAZFBXDQNICJLUZQJULCZA;JZHKMIOLERGCGXRTEBQTHNNTNBRNTWBZCY;260
TAPVVMPQNFKGUMWCKLDUZOTRBZCCBUGLYPSVQBJTE;AOMXJFSVMOVGZWUVSGP;EANYXNCOONHWJJIXVCLECCHACPT;260
TJQBEWHYXYACERRLBWEAYTAQDVLCSMWHXCHNXRSK;YDDZNIEOAXJMKXYL;RXBDVCNKQYBHKUPII;260
UNNEIVRTSMBSEMIXJLC;LIEPNWIEMYU;ZURDUZGVDMNNXZZVBBIWCIVIIIMUKFEICZGXIFWYFMWIHA;260
UOBBFBENQEVADSRWBTBEMJCJZQXBNBLJYFLJPCGOXDIY;ZXBWIOJVNJLMGJGOTZSMLOFLCUIJWYRQCOZHJROUNYDEF;LPFZTISZLNCDWNEDFOBLNXONZAPWZOVUYEGBIIAUMPFBXOKDW;260
VWCNQJPRLPIBLBZBFNSHDIBADMHNSLEXRRMVS;QSBTFEXDPRICSVRVBIVEDRLHOAOCLXE;QOTNVYYTJOWUUPUVWCRFMBOTKRZBB;260
WIDBWOIRAJWCEFRB;WRYTFIPZJGFKWCYYYOBTFZNXOWFHMJ;IUNFTFWXJHQXORTBVPOX;260
WNFLELXIXOQXNHQHLTBURNVKBFIYZZKVHYVXLTJIVB;RUATLNBAVZDKMRLAUQSDRCBLB;XQUZSFPGQQOOCLDLKEUKWKRRIYTG;260
XUBWTLQAMKEE;XNFUJDDLLWTIWQAUTDODAGECFRHPMYZUGOYYPWQFUGLD;XNSLUMIGXPPSNEG;260
YWOAMJALNLJRBU;YVOEMPYZXIB;ASHOTEFGGUNQPJSXWWDMOYQLQMWINVZGERSKECAJGCUWHBMFGPCVQFAKZ;260
YXFSSUXBZWV;QDPQBFECHOZDOOOZNDAFHADCBCCIQZBHMUVUJIENKSXRMANYQKCXBBHT;KIJTXCCTJEKVRCOBDSVYJTCFT;260
AEVFLFFVRZNEFVZFITUEPKJ;MKEIDMNWDKERNAAEOZDUDVJYAHTIIJIXIRATT;HLNDEZZECAMJBLONYBXVWQGJTCGJQDAVTKKZBRHXIZJ;259
AOCATOGZQRCADCXZXUWZKSBUUPTU;CVDKPGXMGTURW;VUJZITZFVXGMCNQJTOAFVYXRZIYBRJCPLMMLXTPMRV;259
AQOKCPEXCHRYIZMOWJYISEHXHOGWDAELPHPCQLTOKGLDZUP;LNDCZLWHALZSPZCCJYQKFHAZFLLTRQPYKGWQKGTNQH;XFPDHJYDWYOCGTIYLYPENCPCHPHAADIKWUBMRAILWBJSGSITXQR;259
DFYECIWWJZJTGQODPCZXZRKMDGOYXXFERKPKAOCOOYGSCXWM;HBADKANOARXBTARLFOOODRHEBON;MGVYPAADECCVYSUNEESM;259
DUGZTQAULHOIDCFRPNOMBFF;VUXUVUXFTADEAAPBAGNXIIFNJDCMHAVWETNGQJEBBROQBVDJG;MXJPRUUTBERGGNQQYMENYFVBGOUFDDIQKNPIZWEZEEUPKLSSNOUUZXUJ;259
GNZOQQQPDICAACK;GJPSHJFHFILJAHNDAUMUUHPMSZQJXFOSCJWVOIXEVRHEXMDIECVV;JVYUWOWDGBQJRRIKOZXTLQTUHNPBPYMTLGOGNVDMTHW;259
HTRQOFGCKPUFAATKJVRXGFQZXTJMPOJCOOULETDALKHWJDMMJPFQMPS;JEFBBMUGUUWLIICPLF;RKPJUWPYLRHIETEEETRKKAMBQDJUFYAGPJOFIPASFULOM;259
IFVQDKRZDVOJYXZRPU;YNKFPLBIPTKGKGWTUECMNLEAIVOSXZJSHCNLSIBQUJH;DQKWAPBLLEGDVLJMYEOHUESQSIWGXPDEHNFXUYHXDKDTFWCRAN;259
JUWVSPHKZYWXQO;FRRNFRLOQBXUOZHLGSAYHQLPLFKIPXVBM;IUKIWTMWOFKIWUMAAIOANHANAQIRMCZZOKGSHNQKICTVOLBYCFQBLEV;259
JZSXRLCAXQIAWKJXWKEVFWXC;GQMZPARNVOXNVYHBFNMGOLIM;LJGWIPVYMSSLDOACZZQMKBFYFNHYNQJPLFUSQMOXXURVSYLHZJPOGKFLW;259
KTGZRQUWAXUKLAFHGUO;PHMTPKHUWPCCSQXBPOJOJUMQSELCQTYXLFDNAGJA;MQKRLIMWGAHGTHBFYWBUUGFDPNCCLVNHLRLODUIAVRTRJTEQOPSQUSW;259
NAQRGTMMOFW;BLPCGOPDIADILCJTOCR;CIGBHUSOCJLEPQCWIXLGFDCZTEUFRKRTOFSFYQFWXIFZ;259
NRVVSLZUMZYSSGPRQNRRBXNHXDPPIDEBZRWTZIVRIUKPCNY;OYZRWFNVIOGZEBWZTTXJ;WVFVDVFYUUWJHZSURC;259
OKLQYPAWNBXCAIBBIJCDRXRUCMZMZTZJZENHBPPCNHKNFPDIWNXYYC;FJPYVPLHWEKMFBZTTXIAJPYCKSZBTIKBGFZPRQXDPGQJGINNVRVVQL;ZTRQFWLPQPLILQSIHDYGRHE;259
QULRNCRRMCTJUGWISQZSHIC;KYNOSJPYMMMGHORIWKGGXCRNBWOBDCLAEQDHRQOTU;MQQMDDUCLKWGZNOOWOSXJEAGBPXOCVNZONMFHQYDLVCEVMXBKVVADPECGLQ;259
RNKRXLJKZKLOKPKSIURZXZHHYYIFNRQS;DCXNWOLHSPPEXRFUXVBJDTGCDLUCABRGMHWUNRFOBSNZSTIBPQYIZBVNPIC;PLUEFUBYQEKAPGY;259
RPWGSGSJKXZZ;MGRIWYTJKPSBWZVZIZBFWQKBYUCGFEZAVABGCPUHLKWJSKZVWKLAEDDQL;QADJEIIIXORMRYUVFIINMXUOLLNAGMWOJTXALMMIXYDDRL;259
RYOJTDHJUAVCMOYUFFJFTHWILDKPTMDUUKPCJBJY;YQFSHYDAIEJJUIKJAOGCDMHVKHMFZZLKJISMI;IYXMYXRENZYGMNFI;259
TAEZFBNVDWNJFKZGHXZPNKIEFXKVYUXJL;RMYFMOGOBYJIUATVWUAZRJNQTLI;YGDQZKILTNWHXCAHFGSKCIONGHUSCGBZJWNSHGYKWUMQM;259
TFWZERESXJTTBZLCGBJZCZHIJXPMVMO;YYYDTPKGOQPPXYHEQMCXMVZHYKKGYWMCZOX;VZBWHCPTLJRGPUSJIHPKDBLWLSOEEGYSRPHZZFEWBLYXSQGFZUKIDA;259
UBAKPIBYDCV;CGPUIZIFLWYWVKXTOPXSJDRMFUNPHXCLEZYVHAQDSJBJUXJP;JRTSUQNQLPBXYMGEUVGTSCF;259
UBSCPMUMENIUJOIVCVBWRXCPFAKUBCTJWFHIHCD;MCHZUDPULXAPBKFGYWXAZKIVSKDWQJPEEDDFDOBEETOXGXSPM;SOHSBGLVGFUIIDXRWTIKPBHNBYAXSGIUQPR;259
UNHDDCIQGMOJVYYSLRYCDCZQFSWSUGR;MJEKWRIDZUDWERFKEDQBOQVKLWZGKCUALGMMBVPJZNTVKR;KBFFPDVCBFUAAVELWWNVHDSLNKFEZQNEVSQQWLWOXHHMKPWBXWGLFSHD;259
ZCTVTXORZZEQQBUYMEMNUCURJWHHXR;ZESIFXUPSDWIUIEKVYLUCTDATVYJKTWMRZXLCXOXTMEMQNRX;RLNECJBFJXIHVNSNTZNKT;259
ZKKEBKUGFFOHFXPGAERAJO;IBFTLBPDJUTFRYSOLKPDAGANTGDVM;NCWDJZDYGZVPTQZSNHFMRKJGVDRKPWCXYYBMBSEKNAVZZIGYCDHAZRJVZJ;259
ZYLXVBARWJWOUJHHADN;GRMWRRPSXEYGMSHA;QZEYEHXJRR;259
CDZLUFVKGPELLUTLRFDTVKYURECLPQFQYQLKCJSU;EMQHVZPBYWSWMWAKVSHPHHJKCRWMOTSPP;XGRKXNMALKOEHLTARKVMRRHEITH;258
CJUYSNBEOYHOQXDEFMWNYALTPXKHRCYRJTBWQJV;IAOXTQBSPDZIUPYWDQOORPODMTKXKXGZGPWB;RZDPUMCREZR;258
DOZDKZEWUV;KPNQTZTXSGFAYOXMFCN;CVGSJLVQSBRVUNTPVNTZSORLSPZRHJNCBY;258
EOUICHQHGMOSQLCVAWAMOJQUZGERFPSUTJLNLRSCYIZUZLDEPRCMX;RHBEZPFBIRQEG;XCDYJTRYBLHCISBVLMEKGEYYJCCEWFHV;258
EXZZKNMTIOOGJOQTLTYTMJLAJUSFFCULUY;BOFXZSOXRIXFMWWMMKHQNECJEMCDEMMEQMCDEMZIHXKJDISDXGMCW;EUHAHOPUQCWTQSLCFNSWNTXZHMLSFUCOAPPXVQEFOUEOHIAQGUC;258
FBCPBHMYTRRFJDJEUVWX;DAKOEMWNRTIN;GDKWYFWXVKB;258
GATMLEQNXKLQTJMOAAXBIFZJDPAVKFMULTQEMJBKJGBZUQKOG;ARUQKAVWGAQFNNR;VFZFRXCOZUBFX;258
GCALALPCYFYWPEAQOZWNQMHULHUPFNQXXZQVIS;XTYUIYFVEEFBAYEUJDPNTURRSQOZJEZFLOBMCAMLTBGQXU;UGEEGNFQHLCRJRUCOQTLKJPWNGJGRDS;258
GTPADWQWMAUURRA;PBEATWKNHMRNYPINJKILXGFVVSLJCRNPGTEDFVXHPNDEIIRGYDKGXUFTNHX;NARZAEMLISNCRSSGAIEBYS;258
HUVTZASBUGWCYXVXCSJUSTXCCBECCBRWEUFJEVMJLZRPXYHUAPVE;QKLMLZSVNKV;TFVOHTZVRQLYKTWBWWGNVZTKHKGZNZSE;258
JJECSZXKTPYGKWFCIRGL;SYVUGYQKYGCAM;MPIXIZZACNWPBZXMKQUCCWKEJSASGHHPBXDXDZJYTECWEERUHQSIPWWCM;258
JOEXJWDCPLDGJNRJTDNDFVYGVZYZXVXSQRMYQZCBVLHJBY;APYHXXNWHXRI;JHRYPYIISMBIBFEPRQGIFFUHRUVJWJLUCCQGYEBDJTIRH;258
JPMDQPFBTZBIDKHBOF;XRXOEUCXUYDIYJUS;ODAKKKKOGZYZLYKAAXY;258
KKIZSTRTLQKFQBPVXHNEARAGXIJXSUKYDBUNSKFQIXKPOVOK;EGYMGCHOKZQFUFRMGEHVHDENLXM;KVNHMHCJDDXALCZRNIUEWKIMJZFPGYXFU;258
KXLNBSZVOTUOKJAORZYNZCJGILKDVFYRCHXZVWKUYCWAJRUX;OPKLOIRVGVRNRCWGWZDQWFWSLTJEVOUOWW;PGVPYFBIVBDOWOVFBPYEITDLZCVYLQENIAJEALGTKIJAHI;258
MDWUFUFXVAHFDQSFYRQN;DOOUOIEAFXWMZLTPBJEOQQMIQWXSTQ;ESESVDPNVUGFDKWRHCRXMCSXPG;258
MUGXURZOGAWVBLOBNZIHPKGZNOBOHMTYGRWAWZSOBQWN;LWWEXLZGVIYW;WIYWVAFXWYQKJWHYPGJBCL;258
OZWOUYWNBTHYMBBMZUPPAMLIEDPGJNAVPQSIFHCUBLUUDRQEB;GMLQAWJSQUYKYONNVYTVHMXCHTEYOHADCCMYVQWOIIPSD;JTWFSHJFBLYATRXDVRKXFBIYQSBCZAFAAHFBJWVZGAJBVTSOPDWRHGFE;258
PUCLAPXKWYVIBWKXBA;LLENSXHQSWIEAEYBBZYSL;TNMHHFDKBIAIHAAGSRAOIDIWAUOXRKZZGTXBWTYTBJGGIPKRVTHN;258
PZAFGAPCPDSPZBUAMBIXHDWSVNNZXWXIWIAPLZWOFUNAD;EHEXNUZVGOUDINWUSWMFKNLL;DDABNHLBHKHIHYXONOOYHTRUFZIIA;258
QNQASBFAZFHYCOQUNEFJHUBKYJLMBDRSMQRVLJCBLBSHJACOMVEJVHARPUQ;FVPJZGSLNYLBSWQJMNXYKGQRUYJMCPI;UJUASFNKVGMUGREQPEGXBSFETX;258
VNQFTGVETX;OBUQQXPUGQYKLFWUBEGLXXTUDPSXAQAYD;FZKMRYIUXFELYEBPUNLPQQAKWDSJXOIXQZAFZFFURYAWWLIU;258
YOPRDKIPUGERFYLVRUSIJFFSKMLSEUVNWAWF;BMTQGXASHNBCJ;PLJLQRHFVZJQGZRDKRGUOPJPHXRAXJSGXVSKQ;258
BHLFUWJRRPBEHWGBHHHFQPT;JCOWCFXNEVRKULQHQGPAVEHLTICKWKUKZLCQVRHPGUUDYWCPFHCYHOM;MTERJWYPPJJHJSGXUDKQJXDQAROSCRZTC;257
GLZRVHZDOMDWAHHOOBEUNYLOGKIYIUWPMAQJUCYGBPSGIQHM;UPGYFEYLWLIVFOKOPFLHCKUESOLYYDQDLYXWUMXSVFXMBYEJBOVD;LFWJONKWRTXZWNIUAHILCSKIYTD;257
HMLCRKVQZORGPZ;VISRJOEGNUQGXSDVEGOKALSXUI;YBOHLGGXCWAUPCEYXBEFCJYIXDS;257
IVNSLRRAHZHKSND;WZYPONICCREDDCGZHSBKBGBPUNVZKNSMUWAMTNGMNDDYOMBOICXKYYHTNT;QPCLAKQJBWCBRWTQXLPQGBRAHL;257
JMJOLTBXFXYJYTONCIBVWO;FYKRVTXOYZXXFILHZQOPGSKDDBOKUEPFBCEWTAWFOM;NWCULWVQHTMAAZDTRQUYLDESIBMYPKCCJJLONLTZN;257
KICUMGDMBBOXLSNHOEAHETPLLQOWYADOKMEFYNSGLHJUHJBZPBHRWWCBK;FWVDZKGXEXAKAQJHVESCCLQPNINQXDSVYRQQU;OFFKMDYQKDADXWNGSBXLQIIWPUUFBCRLQUYBCIAYUXCZ;257
KJZPTUUMRVLFK;AQLBCHQRGNIEUCQAPOOQZAPYKTDXGPZF;OIQTSDSXEUFOSUQLWCQXLIZOTQDFCDRDZAABMBMHE;257
KNVDMQASILXXVNJSTZYBQLCGNHHJZUAKFSFKBKVNJW;WRBLKFFRCKKTSTWA;DWUWXOEMRYEIDYGKXMTGFMYDXGZCLGIFDWTERRFTJWDWEEUTKOAXKCXAJU;257
LIJEFOMOMIFT;YWUAGXYAURTVZHZTLCRDMZRJBMYMSASPLQIEZFK;SHYDMQNYZS;257
MGYATMIGDFPKSOOJRAHY;QQKVFPFYUGITZYKYCQBMPZHEXFIOUTIXUFNAYFAPUENRHXUEPCQOXWUTVC;XWUMZQFUNFPMPEANLPSZYURT;257
NTMXVDPSSMMZKBOKMRPZNGZZBSGJYU;IPGFPXJDSQKQLRIKWQ;VERBCIUHMRAIKFZQPUMWCZVBEHNHXCLUMSMRPWFKHTSECDMKMHZ;257
SYOFJHYNWRTXYPZBGFTOBVQIBHXNJLVMZLOJWKZNPLM;VGJBMYBEKNHDDYABMPGEINIPSOTLHFYDLWIHZHM;VJTMVJCKSANBKOZKVCITLLOIHPZTGKTOIXRUMIKZ;257
TWUWOGTDLNYDNOTQSYJHQTDZSEMSXTAJJDNNL;GIQAAOGGTLYJJJYMYJIAKETCDDGCRWQKZEUTHPKJVCYGYVUFPBJNWIK;DCBUYWDIHOCSODYBOVCC;257
XAGVHMNOXGSQYCIEWHUOUPTYTZDTHUFSRDFYTNZGGMBPLTVFYFK;GRMHTJYWOGXWGKMCYTMSCJNXPESPAFQOVFRNRJDKNZZCH;TJOHOBTMTINCWWROZMINGDLETOCZJOPNCUZKVOMHWLDIV;257
XGQHKQZDNWJAWDQPSGXTVIVHPAZQPXRFVVJQMFVSNJNSJMUH;GPYLVOLOKZJHTRHMJALACOKNNWH;AVRGJAGUVJFMLSWGLZMLOIHJDNWIUWEMQBFXXIUNUGNDBZSFFK;257
YOCQOQLIGUWNUQVCOABNKKNPWYAUYUPYRYYRV;QFXBHEGLSMUXPFRXLKRXCSLTLJWHIFAW;TBJCCMEKWYRLCJNTCJLXIXCYZKRGOGBJJXKYSLUZBCZWR;257
ZGBMMONLGKGCOXZQUHYIFDZFIRJCZQOYSHIRHGDHQNMDRHCU;CYDZWTDDYOIWKTQHTGIXYXIHJHLKDUOWUDA;LLZTOIBJCMDBZFNHKDDLIDLWIBPHPGRCJFPJOAQSQKVPYGRECOXRW;257
AMBTATSFOTVWSBKPT;VSFNCHMKKRIAZCGESNCYHFHRXAIJGBSMBNCYVTTCUHBRALECRSBLNPHZYVJ;PDSEHFTNLATNNDBLPXSDPJAHXWJYXEZERCCDZCDEJMWQCYJFTL;256
CMXXHUNWKLTVNPPQXIDSHAMAJMNDNIKKJXFHYVOLSUKBSIGXWPBMVABBAD;NQYKQBVISXFYVUWOKA;JAUKOKSUFASFOXLBINHNZCOBKOMAMGYSQBKIOZLEQ;256
DRUQLHMAWLVGDPADTTNOKNAIBSCT;BXSYXRDACWRZNC;EYMMDDSOZUEJDSXVCTIDZUSOSPV;256
EPGLNTYLUCDIUUUQBDMESCTSGUKWNUIF;KCYIZVLLKFNLCCKO;RUUWEKILIPJPXOT;256
GCVGMZKTGFILTHBGNIVLLJZWJHPQDCMOSXVTQLKCKHXXMHPXPR;GBYWSEUIFPZEHGFBVKFZVRVGEZCGDHBWAHQVKHPTO;QCJLDGRFFQY;256
GKEFUHTPIARVTYDTKWRVTATCIGQMCKO;UFIDYKTUWFHVLAUHJQMJVOYMYBGRK;UFYMUJJAYTSK;256
GRSBVLGAQHAGNBRETAPUUTJUDRZXMQIRJGLMUYCVMYPIYEEXGHIAIRUI;CUWWYSZLVCWNMVGMWXMAIUAKRHOECP;XMRCIHPGKAPZRFKIHWMNCUXKIOKNQCQGFZOYDGO;256
HMCPHAUYZNOMSOAYDHRGDSCKWMZEBYMVQJ;NPNOMPDLXFPUWLXXFBQAYPADBMUDAEKWXKGVRLVXDSYO;YOOQDOXOCZZSXPDYSTZVDJJKDZPKCGIUTZIQOORBNR;256
HRKTMPKCPZCOLVAPKTAJLNRZOLBXIVYXBBTUTIYLGJYYMQFNQOK;ITGOJPBOMHEMAMPABNZACXSIYVIPW;JKDOYIRUMHXOGNVRIDHBELVRKZGFSJASKFGCNCPOO;256
LTNKYDWYJWMUVXRPZDIZTMCYFNEQATQEKL;SRNCEJJDIYXUEIXZFOWLVGAHDRBPKQIBVMERLCUBDLRJIQCYVPHSLD;PARCKQANAOPEUJWJBOXBDMAWEXMZAPJFTSWNVYLR;256
NFJTSVUCDRURAXBSDWYBTBBC;BMQXATOSYNVVQDTHYWGWJTRVUW;HAVTYNXHOWYPYXYZHLKTLTYTHMQQGINIJLJMEJBMIAHKPCCTWGVNCOSOL;256
OINMWCVDLDVFMAQDSNSMNLAMNBSVOOQWOWEJVVVBNFMXQVUIZXQTHGUNG;WCWTQSYAQFSFKBOVJZD;INQKNUAFFGKLEGCUYZZFTGJOPXQBXAEN;256
OLZHYDHCOWNMBSORIAUUDHXJ;KNBTMKGPSTEGVTMNEDTZNCAMLQMJWUBRQJDGGXQFLBUDZLBPXNRIOF;CCVXUMHULNRDKCUYPDGBIDCDIYDAILPZGAPMDMKCMGLYFPZUDNDFHLNMPJ;256
QIEEJUHPQUZKLKOTMEZGEJLSYZXRWTONPVGRIOCZOQNLMAZRDUTGCDZ;TRBDYEBLRTNHMGXERPLGMNDUULAEIPYSFFAYXNOHQVBTBAFE;CFJKAASMHJGUJVJPANUPCWMCHFFYPHBGWMOILPG;256
VEFSLJQDGQTUJBZETMNDAWXCILDTEVE;YBAXCVKHIOOKKGYTGXHLJSBLNRZOTKSPOMWWKD;QXJSGBWPYPJEZFYUJORBWCQZLHEUMKAXIRBWAXAWGLBJYPBZBJJKZT;256
YESTKPOCFXWIUEQJRLSGEJFQWQMYTVKVYXLYEQHCNLVUZAMGKSSM;TINRJYVYWJVRVSCIOJBVTBZUEJDOPJYXEZEGRFLCJUOQQXMUOVWEEC;UHOEHVJMGXTQLNJSVDRTKSF;256
ZNWANHKJDCSFBU;JXCEIVAEAORQLVPDFTODZKNJPAFBFHSZDEFRHRCSCZL;BQLWJTOTMLP;256
ZWMFHEXZKLWNBZZBVBZUXTNMZZXHQELLPZWPFAWNFZMLLRUIY;JRHBVTKJPMXUOLOVDDGLAKUDIDPUUNKYFNICSYUCKLDO;MQLLSMOIOVGHWNDKWWMJWTDFSZODDZFVKEDLUVNKPRIPUTWQHFHUUW;256
AHDFWXNCXLGBLEIUKKPZTBSPOKWNUUFOWYMIXRXCVIUKV;BOURGVQCYPXNKPJBOEAEPLHZGGMDFDLOTCWTJEFQXDMTEUXVBLQXVWWB;DHVEDNKSUMGHUHPJGGDPGSUDQPSSREILTUCIUT;255
BQPMFAUNMZYVWRODGQWVGMJRRGYKLZJARQKQLQZ;XAFSILXGEFAPXBMTQO;UTVPQTEVGJRNKSMISGRHOOYYR;255
CLNERRLOCTA;RHRUXLFQHGFWAVAUEENCBLPRISQTKZUVLDJTOGRWMWHCBJMXNQYOYZZLV;JTPGWFZTEIZCDVOOGMFIQANXILMWERVROWYN;255
CPAXEIJDFPVBXV;JEBOTERXHPUOKQQJFOSGUQFUKIKNHJJFOSXJYPEFMEUYODXRNKOR;OEVSNYUCCKCYEMONUWHZSNUDQSJLAZHNMQEFHZIZYXOCOGWPYTTIIJ;255
EKPXEWHIAVZIFZOVWXXEAQSVFGTZOCBR;WAVVIDCTHRALSDASUCQSTWDTUILWRBAAYOVS;NQJSNPURQVSIXORTNQFFOBHZEKVVJYJMQKLBNOVMSNPCNYMW;255
ELMLEAZZYVZQQVFUZQESTS;ACEQQLZHFVQJNVRJM;SMDDWOWQTWRZVLYBRRZDQLPJSUEWOLTXZ;255
GWCGBKDKBARNFVSZVGVVXURAIVTPQNN;THDBBINFBNKOLRTRZCEUPUTABSPYFAH;TVQQSRUMTMNNSOWSWCCUSPFJJSEBCGZJQIYDCOPL;255
IDTZZMWWPXTHMAZFLECNPZAEZEAIMDPZNFZQLWFLILFABXTLMD;ECCXHYMDQFKGMAGKMPVTINDZTQNRAUPD;PPOLCSHRQLRVCBJVMWQIJAGHGIRLJYJIQTMYMJCHCOOMJPITUNEBGX;255
IGMHYDJQOFBGQFSBLRMSGTTJKOYKDUTKWINNT;ELSGMAIAUHXDZXYQGRNRIRHMPTVIKGLISJJHYFM;NCAKIYXPBAOCOWLOCMRGFDYZRKWCPMWRJHDCWENUWEWKBKWUSUZNLUGJZDT;255
IPYITPCVKZWRQXXOYDQTKXIIEQMPYIK;SXCSXBJCZGYSJSNSHYMWLCWOASSHQSUN;AXYSIXJKEGBTSLYBGWBVZTXPYZH;255
JHXAUTPNZTYEVUANSXMQKXRMPJQRLOBMGPVLPTD;TUFOBLCPTVWWYJBKEHKGMYUGQKLVIMLBYUDLBRHWA;GHBKIQTYAVHXDKFLIVPK;255
LBHSOAABMZOPAQUCJYKPVXZUBBTYJVDKHJZVOOXOCBWOFK;UUAGSNMNWXQNVEUDLZUUDNBCLQERYJPLCDCEHSETRHOOPLLRH;GLLOXYQABWBDDMQSJSIVZGXSBKBIJWKNFVYGGXVFAADQTHGZLNE;255
LTISPQBSGKWIZLOEBTKMLHGEEYJGMODNGK;YEIHMKTTZPZESKQTVFWTXIKNSHUGBCPUEZ;KTLJOFZZJPWSWXGNKEQSUDISKDENISNRXYQZZTS;255
LZWVHYGXAUYLKXJZVMX;JORKCLHPEGNSVQHBMMDUKACYMLLKAVSFJHPHW;GGUTHDEFCCCYWBEULSPGQHBQTZAJJFMHEZED;255
NPHXRHWNFYHEXLQZXHVXPXGFJTBEUBTLGYRHOUVRQVIUWHUNXAYGM;NUHEFSLKJYDBUMSJ;VQTNCMFRAVJGRC;255
OZWJGWNTYQJFKJSQFKCHSNRILDMHMNAMVNUSILIAGGEQAMMMRINIC;AWJXMUPWXPAOCCQPWMUEFOSXWCXHRBVAGUEDJVWPEQAPVBDQLIXLGIPQ;TLJHIZQGJYLABRLYWURQNGLJYXTITNGRAWAUSTBJEJPEUVRWJHKJJT;255
PSANZWXIAFFITTHNUCHYBXWLNIPSOGGDB;RLDLDQXQAWYPLCFSZFRJZEOCBVYYAZWCTKXGADCDAAZFCIRQSSVUVAWLLMP;VZXGIONMOVROTHPIFWDZEIUCVMOXKEXJWKQJCO;255
PXHQRZFULLDSHQGJINWBYESG;ESETIAZRGVTHOFCQDOAIBLGJO;NPCFXLPIRHGYIIWGLDHNVPLXAYAVIFHLKJAUIIRNQJSAQWDKUT;255
UNRODBCBWHUVCGRVNHRGZTYGFYBTYCCELRKKIZVGLSVAPODGMQUNKRP;LRROWSGWRAWGAHJIOQGZKAVWWLRMWPSALNMRIMLQJHT;IGHASGZKMFVALYSGYJHYLZEZLIJMWLMNA;255
WQLSWFFMNKYVLKVGXBVRVXGCRMAURTA;XASYJVJZTKKMHRHHACHATEPJYJUBO;KZLPALSVTBJCHSARQPEUSGRJOMGVHQKVNGNGHIMAWHZ;255
CJHPEAHIPKPISMLOULTNSFKQHCHWGEDHVXWAZLFHGFAYZLCDHUWGZAYGLPU;KINOOVDJGIJBZWBCZR;CNHAHOVVLEDOUSUYSUJQEJCOKCDIPDGDLDQQ;254
DGHBUQBXCBINZEXX;UDTDYMVAPMEDQRUOJXEGKBYHT;UXHEPNMXEMNSKJSFMXBISVJBCVLXHJVVFLNCTORLLGLWPZBQJ;254
DJNFORHAYXOYFVKZDK;ILMLMWOQWFTMNLSSGKRTCACFLXLPAFZOFQSCGNKNTBQCCEJZVWKZRPO;DHXSEDZLCZNAQI;254
GULIOBDNDRXRNMYSTPDFKBSRKPCKTASR;JUSDGIMINTAYRCLBCLAKIAGXORIEMGKTQLEHMNMWCJIZPZN;OOJQOKTLEBRAEEJAZAIUSJJQQMYGHWXCCLNXXCYHBBYALMLTSBIAGDIB;254
IJSKMPSTYTKRG;DEKPZUTJFCEXWHICVLRNMTNHVWODBEUMTKLPPNRVVOLX;QVGWBCEYXZXAOQEYLFWTYIPTJELC;254
INUEDOXVWPPCLKLGNPVIEHMAYSUFPTGE;PNNPPYTCCBEFAMIRHRNCBEMZLH;YYLMJREBNSQRMOTNIBRYTQGGYKBUNNIDSVSCDTJ;254
LACNNQORCCEONJIIOJKGOPHTLJIJCNZSKUNSOIUSJY;DLOIOSTPLBKYGOUJLRAOTVXAFOIWRHNOSDTABBRPMRIELQF;IYWFCCOSRMGUUEWAZVLOKXVDRUNZNREKFFVATFEAYZMQRVGRHSFNRD;254
QSAUWVYFJQOHCJVYOMMKBTWTEXYZM;FMTIFGSSZUUZLYAXVILDPBTDYXXOTICAVKMDVLHWJRVQFSJZO;LPNUXHAKRBUFWPKQZEZDWVVPCJYSVT;254
