ФИО;Факультет;Специальность;Число баллов
ASCZYLVXDD;TKEWODYEDQYGCMHEMHRNFSZYGLHWZWZDSHMRDVBTWUAH;CORNMIIPYEX;296
BBFHYAHQKXLCDSUNCUGSISYUIDJCGXVOESPFXTWHAMASBXOIUKXD;KLMLXUDLACQXXLZNUHBVGTTXRTNHBBHSATYFPNEZZOOHBRNE;AYLFBOMFTKVXIEJKIOGMY;296
BFATSXNWYQZWTLNERGWYWQAKPV;IOEZKWGDSMOIKCKCLGBGEFXYOIYCLRLMCWZTUIEG;XUVBIRMLGGHLFQT;296
CDXTYBZGOJGMFNASCAWBQQBSTUYCLOZIURSRNTHBSZQEST;KHMKMTKFIZURWMTMUAUU;SBBMIXWRTFGGLHSRNDVFIHWIBCO;296
CMKZEWVXNAFCBFHVQCFIKJEKGSBYEHZAV;YUWMPWKTKIFBAYZFUEGQFWETANDNDNPEMKFXUBP;EVIFFATUYIIWQNVOUGHPTQXQAVRFTKNWHXFYU;296
CPLTWNKGUMMLMORBOOGWBHMPAFH;YCIGPJWOHA;MMTTEZUEPOQTEZWCKWECHTZAOLMGJLLEQXJAVGUMBJWXWMW;296
CUVREFIJGIDTFYANGSEUCRXSMSJFFEDAMMQ;AUUFFWCOIFTTXEZPIXULLSZYSVFFQASB;NXWCEDVRDUVYAOHCKYTQXWDWVLLLZYYCPCKATTODMLCCJYZBR;296
CXCVJFJFPCSWSXSQSIEPWX;WPYROAEZGDRLNXNYM;VTPXHLBPNVCBESC;296
CYSHWOISGPLNXRAWLPAHTLRXHZEIAPIYNAKUBLJZKGUYWMKUNA;VVTBHOQNVFRCFFCBBHI;ZAIZUWBZAJFEFSBEPBNKXWDSDJAJQBNISYFG;296
DCODWASNWFTEJGALPGYDSFUITAPUXEQKOKP;EFWWRRNUMBMFLGCHBW;SNQMPXBNWJTSXCVKPYVSY;296
DFLOUNNXLKORGUNPWWWOZXRUFDYQDESRHJTMWBMRMK;JNRSJVZETQRJBJJEHZPCXDOEYQTNGITQZG;YTWPYNJSFPAAEHAGADYJVMPXFEGJAVGVARZZOEWUE;296
DGQZFJWYMZBNFJBROAWDFYOFFVCDOEHHQLENILTJFSXXNSWTFILTDAQNI;IXZWIEOUVWTTXCZKTZAUDOZCXM;ORMLRWTKPTYDQELCHDBERMKUYBUKODLWHUBRQOG;296
DMPZTVLRVPYDAPVMXDHREGEZXJCEGDNGARZUFXGLMWVRFXSRDHWV;CZHHAIFBZYCQZAE;ZIZDOWYACYBEOSUHGKBXDDQMGSCLVDQZPNTAVDPSPQBOEDHFFELSUCO;296
DSTUNBHTYRGXFHSCHIOGCGXECDSNMTPRMPSUYZFCUAZRTXNXPSJWKUQ;KKSRYTTAVZKKUATPEXM;ZJHFVCQEBUKBIPKECUDYA;296
EBVSSGMIILDNL;BJHKUFQXYIEBMVMIDISGZSOQFYIWOLRXCTIIXOEHJDPWTLHAUSTNJMPQ;MVCAXQZLPDULSLLRJUHQFGASCXSHPQNKBYLBC;296
EMQWHKDOGXAH;YMVVDNWFMVTRFIRHQUXZXUTDVXAPTMVUWODJRUZYSHW;MNOKBNCGNDHAPKGTRJNTWBNDNQHQFNRYNAVWXNNWXGDQPCMZZTTA;296
ETFYROZYHMVTSPHXKVBLGCFSOMNVZYZKDVEIIKCJCZLUDVPZN;PVSQLDKKTFSZWZLEMBQXJDISOZONBLVQIUJRECBQFYRJIIKEXFIWSQ;SYPXBMKYUTLFFLNCVFLFGFZFYJTIPHTKFMADLKGUPRTMMTHGI;296
FDKPJKXZXORKEPRGOKHFBWGJJYMGPBGGNDQGBFYVWFRCI;LVDPPSNHTQRGHVESVWZLXYQFKIYEEDSOBDRWWEAZJRJXBKFZTFE;RSWVOCUIGXTQNWJELVOZXJEPZYOLWKKKKANKUJLBEBBUQNWIHSTVEXV;296
FLIYDXHJYICICSE;LEWOBZGETSZTVXJUCAQVNCYSUQBXAPPPPASGMPAZMOOPVXPEHJDQMHSOHC;KAMCHNCDMVDWY;296
FOBDSCQIGMQENIQWEJH;RISRBRYFXGRQKZFTVRBHVNYAAWFBQBPWCP;VLMTWFKOBDNFNCRVRTKIQWPWKOFGMZUQDJXQGCDK;296
FVQILKHZQTOMFXRVCQYXUZSWZNTIBJEIAIHPSWIBTN;UCJGEWOHHSLEYUMESWBP;OYRSKLAHXLTOOEYMRPWDCFJHHLLAQZSPTATQLJKJOUJKLQUF;296
FWORIHTHNUQJLZAXNYWHIQLBWQYMTDVVJVAIIFQEEJMPRU;ONOXIUXWBBJSWJWLGRFANAERDNUTTIBVURHWXMWHFUMXCOHEXQ;BYSHGCIIOFEOPZKDJ;296
FXQLGBWRFKTQYDMNRQUSBS;ZYRYZXDNWFSPKNJKCNSPBTCXBXNCVCAZMHKZWFNGQMPPDLJ;KHVBNLQEAROVJBZMCSEYZKRUCFCSQVEAVCZHGMAVGRFALHYL;296
FYEXSFXAHYSJHGLSXXBI;EGOEWMSHEAOPFMFDTVVEXQBXRUZBVQWIRRBPDXAXMPZXNSJRFNQE;OCWSJUCCJRTNISPMVYGFJHHFJXKZPFSFHTMSBTULCD;296
GAHEHDVVCVPQIHHVVTTSRPA;GRDKISSAHCRQZJTUHGFHQKTDFSECWDBISVERUIIZQJV;FQVPRFIDYRTXQYRMCNNMHPLHKEF;296
IMZADCYGVWVRGMPKNTHHDUPTABPQBDTVFIK;PQUGDRXLVXTQGKARPPBUE;JYQRLDEIUGMONTVJJCWKBSUPSEHBHXWVMXSAIVPVZYCFIAPEOGPYMPVU;296
JKVZOLOLUBPPGMFFLG;RBDGDBCWDDLCUYDNQVIGGPAXYOVSSQ;LBOOLENTDBQBAWZGBPPOFNNLAICJOWHGHIGSDKZH;296
JPBPYTJBFNHR;QAVNTDTQJRHKWVHLZHGTQYIIJYDERAFGHQXTZXMKWPN;HKVPSNNMWRHFPQFBEEEYSYPCRCWHHWE;296
JQJBWKMNRNFCBCYEUBPTBPBPKJOWQ;TCHRQBGDZXOV;VDYRNNVAXTFJRHBLBMCBSOUKDMLITWGTWWFXJEFVFSYPKTRGYSONPG;296
JWSMWDLMDMXNYVLKOOYRXXKDJKSRAILN;YHPBCBFBPLFOZGMDLDQHTDJPEKHB;HDYFTKIQDGO;296
LYEQULJLVZWYOPDEMIVCPTNOM;FZFHEEIBLOQIKDUIQSNZEOSNUMDTLSFFUWPIINKMSMOEIDN;ZZJFTWASAHZTJLJWTPNNYFZ;296
LZDBOYLTIHHEQGUKUEAJXUJCMAXSP;WKDHWVPQQJZHTZAUMYHB;FUOANKZWQVMILNKYAULKQSVUNVMAKAPECTWWZWDMQWQULUXV;296
LZFCSBKXDEIPSNWFEALLVYUXAOBU;HUWGOGQEYOZJDWWTETKNNQGLEKCVTNQXUWTNEDFKKYYRDILLROXBAWWJ;TOVMEBMGWHKESZMRL;296
MGEZTXAKCUAVHQNJICXHUNSMXNZEPJKHBNOGGANLELMNQPZX;AYIJAERGBGLYTLPPUHNNZPMWIAHZAP;MBGGCZRTZCCMMKLLKXBVOHGGVJBXTHJGBPQTJAFFSIMWWQLNGIKBSHALQCD;296
MSZRWAOEVFSC;PSMUHDVXLLCLFSRVQF;IGNMRLUPKWEATHEGDGTBHOSBRTNEEVYGGTLLI;296
MVUHLKGFEIXRIKLKCBRAZIPDOWEMABGZTHHTDIOTPASNIINS;GDRTAXHVAMWJKKYSVSBETQV;RGZOBECFRYMBWBYSPRNIIGWENXTCFWASLSNZLTVQUBOMCZPIVA;296
NKPTGWAGXWENWTKHMHKB;IOSQYXSTOEDTTOGWEUBRSAIKQGVOERXN;JRSOLUHOOOJQJWMEFWYXVGW;296
ODIZHVYEIAFIUIX;JDXOCZKVIARNXAJLBAOXPKTKSKQWHVLNKGBLHZJAGTEEOGHRN;ZQQVJNUPCDVBEAFEDVZNYCGXEWCYXW;296
OFIFBHFHDNERGPYEKZXYDEFJJOUWQAJGLWXIJTGOISATRJ;IEFRFGZOMLFYYOULPVIUHUYSCBYLHQBJNOFFIHACF;JCMNGLARUQJQJGCBNUBMPDKMXQWELILJMQVZKSHBFPUJHOEPHHZUKK;296
ORSWKLUXQCHJPCOMFONDQJPH;JTMEAPYVPISACMTOJ;KPNQPRWOZMBWIAAVGNMVY;296
OYBZVTCDLBELWCAGKTJOPIXXYBNNMFYXMQNVFMLUHVF;QBAUNNLPWAHSJHVNBXOBHKEIWKWUGWZFIABFWRANUKWYNNHWRDFVNWHJ;UDEFUZZFQAU;296
OZYORBQPYJYEZWXGHLPLPXSJNSRLVCSCNOUBXAIE;VVPIWFZTYIBJRJSHHGGLCWLNULJUBJXH;INULEECYQPJWJREOSURRQMOTLPFFMFDQRGQWOJAXPHUWU;296
PMUCYXIDLSVSSSNQ;NBZGOBIJQRNDFJDDCFZMLVNFMSVZLC;LHGKBNKFCFPGJSDILQGJUDJLOFTTOIVTOSIPKCDDOPVVNXZEYL;296
POWKELAKRUJZXXAXQGVSUDQXOWWPLXUCISVYDPRJJCZQNTEUJUBZB;YFLCFILLVIGDJDVNMEXRY;CEFVZTJBOSTNIZHVUSNWLRYMTCOYBJNNVSDMIZBYNWFIUUELATVV;296
PSJPLXWUWMKNVZLRGRCBUHMIGMWRJHYAOFJKCGRL;TCCTFBNFFAPUHFBBOHADYUGYJVDIGKWQXSTXXOGJXABXNBZKTANAKPGJHXZ;CDSJUFCKRVPCKNCLZUFJVXKLBJAAGMIMTFLBMLMYOEFBP;296
QBYVKPNKEHIRNKQQQTFNHEDOGLZYYBW;NFCRYLBSTDYBNMDUBHPWZWIUYDELOFBUEPAZEANVKMSJZWKMTFXIK;QYQAHPOUEOLFXRAIQLGDWHDQNOUCZU;296
QENACGGVNPTFHWZKBVIBGOKXUYLATCTEIJATYVQFMEHZGIHFYBM;JOKUXGMRCWMMYQJGKXXGGWNHOP;YJADYMLFQOWCYDIPBEZJWOZRBANSBGRUPVNUJIVMYAANAPLPNAXO;296
QKFNEUTCPUPFPOEXDVQSEMTNUOXVC;FJPRPNAJFSVZQPKXQWGEDEFPZMRCTEYGKRTJNYEPMZPOZRQFBHUJZTWT;VRQYJWEDQZNAONFDUPBSONVIUUYXHBGNPCIBVDBWPIQXOPCZTYOJTLLT;296
QSKNYNIPQSAZYNCTCXBHIHKGXCLLIKCDEUSQVDEURGNPWM;YDKDQTWURTXEYXNHCVGYFSDDGU;PUAWCVDLWJJQSXAJBPBWE;296
QUFYUWVFQVBVOYENBVHQCCFGKKCJNDMMUBKAFPKRXKILRSNBNNHIKWQQCK;SRPTZOGSAUMBFNGIOKPR;SNODBBWGMFSRGZYATSFGZMDWEEXHXPJTLIOUAIWJOPQLP;296
REOCWOYOIVKJSPBMQEKVJUOD;CECCWSMJJBFRUKPVROAAVQYXMHUBJXHHVQHAIMZINO;KHEEUWMOLRUBKSKFJDQLKMESSTSHRPRSP;296
RQKHSQVYYBJJTEFFOETHAYQLRIWORUOGZN;XYOCBZADZBCGSZDVI;PQMOXVNWKEWVRRKAGRKCBAQKVWLQBXLLLPUVSVOXMEBXEKODUGQVVY;296
RRIIEOWZTBVOGLDG;JTIUHWTKDDOPTTXZZOOQLTMNRTHXKVBLOVEZ;PCUYZTDGMEXVYUMDUAXQMHATCYETAPWCILJISTKMOWPWZBKR;296
SRXFLVGHCFGQAXCTJXUEZQBFFFLZEADWTZTYWS;QLQSXFWJIFTXFYQBTIIDDQVNRRXVFOSA;QKJBWWOWJNSDSVXJSDXVGXCOXRLAQ;296
TCHLXTLNYCEMF;UYMLEHJXNFUSXSUCCUBWFIDHAOTRSKCOHHXVYYGGMND;JLRXUNPZJSNQAMEZNEJPXYQIBCYDCUPVWKXIC;296
TCPKGWVDOFQCLJUSTCIWLFOMHVMRGZKTUOUWOULDLJOFVAZWCFMJJ;NTSLZESVPSNGJ;ZWQSADZGVLEQ;296
THKIAYEOCGYVAA;WIPIFMOTKNXNQXUDMCQBFHQXXUEM;GOMLZCGHQNVB;296
TQITFVQTCPONIEZPNRZYC;SLZKVTNALGAUIVDFXXMLPCLVJCUPKWREXNSFZYDUQSYQIOJUUIFL;QGYYBYDZDNJKOPIQHJFLJB;296
TVOWJRJSZLFXFNPMXIDNWUAGLKBMWWQMHLTLLXIQDGRUOVYEJ;CCMBWVOCKPYKQTVURGENBRWMNNXACXOGPDYLSUILAPSKCHVCXAQN;CLALKNWWQIMHCRQKHAVURGDOFV;296
UIVHADMRQBFPUBBBFLBJLPZABJA;NPXLNJBBPRWHVWAXZOKHKKCSMMWNASKF;VIWXKYKVSIGHYWLNJYYJBQCXBAUYXNIKOECKVKAGW;296
UPHTAEFTLMVRCUPYBNSDBOCWEHEWLLEWSGDREIVFHHZEBVCAZ;OGREFAFSRKNWLMLWG;CFQWKYEFZVAFWCBRDNOEZCZGAQNVCNDMLB;296
UPIHHBINMZXFCUO;DPHQJUNLQGNOAZXXEOFJDHXKBTKVTDDFXHABTKVYEHD;IHXXOCUHOQZQBTPFYXQDFRMRHFGQXJQIXYDBZGYYSL;296
URSPRFPCIYSYBPIFIHPZZTPAKBWPNKRQNXWTEIDEFSIBSGUZEWWQVTUZQA;SDEGZZFVLRVKDSKDMIVDYHFIHAFBXRNFRUBHGGTDZGMKJDYWEWR;RMMNZTYZUAEZEU;296
UVDUYQLHXEXCZJFUEGHEEB;NAGXNFMMBHAKCSBBFKGPJCFGDEIEPJMKAQGDGKLOILKA;SRTASROXGOQQJYLTDXXB;296
VANKRRAZIFZMCTGAQTYCYTGZ;EVCMROMWUSRIXGQBNEAWIHAETRPFMYXWJWOUZIGUKCDWSSWEWPVHIDOEEM;YKVUTSWMSQGXSCAPKBDTPWMK;296
VBZEFRWSMGDLSMTRTXHWK;FJZDQYBULTVQSIRTPYAFP;YJGYSFEKNAGCFPQW;296
VIFRJXKKZYTDAVKGQWKOFQFPNIEZRUP;UAZSQQDVUWUOEQACELNQRSPAVFGNVFLSWBBVXPEUMBL;ZNTWZXRBKDNZHLB;296
VOMUAOISQFUDJPPODYZMAFZVTPHTKIDBLIFNETRNYRWQXSPLHRLBD;JVLORYWQOLCX;JKBMYOFXQCMPOPOAQZDJKES;296
VYZSROFZDIALW;TFFDYHMVYARZFLJJELYPBCXZHPWYGNTKDQGJHNDLGRJFB;FIBGVTAURGYOBLAPWYKSEQVSYFUAGIJXBVUEXOQWRKNGLDICCCZWOHM;296
VZLBYTLIQJUTYHJPTABZS;UFKWHNAQACOOIMNXGGZRQYSGPLQBVNTSVQCOUCDU;NYIPZHSXUVVWLIPADHFS;296
XUNADLWITJURXJBNAQBHIGNOKJKYZCCMKRZA;WPAGVEJECEIMX;QKFOHXSDSEXAIXOBTIUKYUWHB;296
XXGMJUPQZIIZPCWZEYMMPPBIREYLWCDQZD;TVCEBTQWJWSODZZUVXY;JKYRKRGACEKAHXJIIEQOUMOYJJFEXWUMGMWAQYIEQALWLQY;296
YHXLSOBSFVUZNJCBEKKPNEKWVIOZDPVHEEW;UFLISNMLXHTNMWYMOCIVFPY;MGWLDZERMXVKMNTMSNIPLHZPPTEQCQAKKJMDSLTMGROSHRAL;296
YYUDPLFUUTCJFDJEDUEKAUZVYTFBLZGIRTFJMLGKVFZU;ZUQJWFQYGKBVRQHQYRCHBLFDEDLOU;DRUKTTWKUHRUYNZJQFWLSZXXOTGYQMLRITCZXOTYQAPUVJZIOVDRGHZNM;296
ZACITKMUNMVWIOUWMSRXWQVYGUPYZDCFUBVILGULH;GEXAVNQOWCCARKVONPDBGOJGLURZGDTCIQXONZUVW;VEXXYCMWFUGZULA;296
ZLRGBLVXPJOPWYHZJO;FJAPXBPTBIDWHMXOFSGIBITZKLNFGSROMDFNULBYQUPYSW;DMBWQYIQAYYWNHSIT;296
ZONPCPUMCYXAHKMRNYRIPWZPBGHRZNOEJVHAYSXWJAVEURBNG;OSWUTDHXTEPPGBTVOWPNTKUSUZETOSPSLCFVIZDSOPNCQZZWOXAIG;HKWUMQMIWELUPCUNXDAXDHIIUXFJVBBWQLZAITBMOZHJHNCJSZDTP;296
ZSCKONQLGKKTQGSO;EJVJWFYFUIDHWLTNTEECFRIXOUOAFG;WRBESVQYIKQWUEKJNFIIBEVSAONUIACYWPPUKSVSUJAPLNKKKZ;296
ZXUXYBUSLBZJQNAISNOBQMCOWHF;IUVFTXILLRMQEBENOEBHQSCFRFNLDOATX;GPJTTRDQUJFUWRQAPUIWYMBFSNUMO;296
AGDTYVHEYADNKPMUVMNAPYKKRJGAIDOKASDIVDIHM;KTNHTNHWFENQCRIPNHLHIPDOEG;GXDVAKNGGSTYKKEKGDC;295
AMALIMZPNNKJTLIBMVFWVYKOY;HOFQAATWADHUQHZYLJFRBLSRJA;HRSYLHSBCBYQROTDYBJHSZSCBDVV;295
BHJKQNUIJMRUNAOH;MKCPLNLGECUXSHPKTPZXXTMZMRCHZGASLQVJEGPMPSRFWM;XHPFBYQGSOCNUSNRPWRQVEZNSFSQFYVDSWJKUQUXJBTNYTXPYJ;295
BHXFYQSPTMKCEORITFKSKPNXMMQBLTGPX;SAVQAMWJTQHALKNPTEMYBSHDAOTTBFKNYGPRST;BHUUNZRVWGPUMRUBZLYVYDOTVVGGZVEP;295
BRKLLSAEQTOMZPRLLJLDNTCAMPBZYDJXAGZFTJRBZCGFFXFN;LBWSEOTMPYCO;JUZMROLVTAVZKALXNBCPXPLV;295
BXKNKLRSFAN;WXRJRLFFBYDLLIHZSTXYTMHUBDAMIOKFACDVZB;ZVNXKUOYAWJBBAEYLBYIJYYGMQSUAG;295
CLLLHOFFFCVOLHBPNKBECXWJNIFXTIHWYCOUOYNBDDBZUKZBQDOM;GEDKYKSNGIOPISGXME;XJCMVZCLMSGUIJIISTEGPNOXXTQVG;295
CQLFTWTXSWPWOAHCZ;WRTQRZJEVNV;VLVOXJXQHQPFFUDKPZOPPKNI;295
DGKQPPODHLTJALXHETJVYOJPAFHEYRBHRSIUTOSLXOHH;MZFUOTVGNIBUMNDIXJSPJU;VBRDYLGRFIBYRPAETQ;295
DIZBJSDZMGQJRXCMMXSLRFYHGKPQ;NRVMRCLWLBAWNDYRIQAJYNLUSRWBABHGFSNEJ;JGMIVLPTLXGE;295
DVNIQZLYGXPLHZNMWUYRBMNQWFUNNGUPZSGUTWOCLBLQIJVS;QKPLEYEAGXMNKNZYXERZYLBLZMVNQODAARXIGHTOAJKAEQWEDXOTFUB;ESFRPQKOWANNOMC;295
DVPWKZHRVFCUQ;KTJTZNVRLZOXAWKEVACAQYSVCBEUXCCBPAEZCUYOIQRL;NWNNWFFDVUZYGRUJJUNMDXJQPZGRNUOMEDUYDTHZYNWMHILHVCBLN;295
ECWSZFLYMWQVHNGYMTALAOVGKJTIDNGIAVLYFSMYBBHZQRGS;LYBGOUYQRNLVPVDUGKZWNAUOHTYHOGVOIWTIDHBIGFLHYTH;GCMYUYLNDDDFVUREPISJLELJSYTSUHWM;295
EJUDHPLBGPKZECEHHHICIOYBD;URAOMUQRTRHGYMMFRZOLFFLANAZMKUDIZOWNSCMPIUIRCQ;JFOSYBHSRFHQFAOJGZQZHVGYKGSZQVMXYNJJCGDVGNKRSFAOIIBNEDC;295
EKUNXNODEAJHRHUIFVLVUZGWAPNS;PHUGCKSPDUFLIICVKAWERGUYCDOKFRHEVYFN;SFCPVCEJAKNJRTMV;295
ETKGSBNTPRULVRCJACLMHCEULKHREENGUGQAXCKMNKSEFGIK;SEHYVSERQVWVJFMEAKMJNXBWDGBUATWJATQAUXBZJYKACCCYOHVLSXBKSBA;IPCFMYRQSFHCQPITGAFINYGDCYIQWLQ;295
FBANUAEUYKMHVLDTKSZXCAJJEBPCG;QARQVOHMDFQUMSQWFK;FXQCKJQDLECZVRUWKXMPOYMDDXNUSXAJWJXH;295
FBFLUWVJJKXAZKRDGHJHJBYYK;LYITZTPSKUAUFCQRVNMITAZEAYDAIEIOLJYWNQJGDXUGTP;UUOHJGNNILPNPRABMJTGKKGEI;295
GNDXWDKGBXNMQBIWPS;XQQRGUOLOUIIENYKAFVIRXOIKZUBZYKKKVHRMRW;DYYQULHQQULPGCKWJXSIMHJZXSQFZGQ;295
HEAGXYYJJU;WDIQKKKATQWLONEO;QCGTQSRKNZJCZQRNUGNAWPSJ;295
HFKQXGBNOLIFZOJSEVAJCCBCEGXKYWGBDMXQECQOE;JPPPMXRCEPHXOKYDHIACODCUNURXRTYEEQUFFIFSPNN;WXWKQHKSFKFOSZVHPXLJKDWUZIORHONJMNUDF;295
HKZEONBMWQWAZWSMOCXMQIQZNMYWQMNJTCHFPFOMNRKTMUKBZSNPLPCUTP;NSUDUCCKGNBLADYHWTM;MMKAAAIHIGMJNUI;295
HUDQNSODJNJWXYM;ULAWEXKKSARZRLRVZPHGEYPLNIZWQAWVCJMJRXVASJYGGYAMM;FFONYGRSDTCNDOGYPWORGRJQINISRIEXKKSRUCIIU;295
HZSHOTNJGLRB;PQGHNCHHXYEASI;ZYJSMVOPRBLETO;295
IDHCMYCDASFEABWQCCWX;GUCDALCZIJPQNWEWKHIQYQILTIVVWYRUBBCQPYUEEGTNCLOXAHSVRHGN;ILYDDJZNPXZ;295
IEAXBVZZXRZIPOYRVFGZYAMCYCN;FKKXQCNPUHKQMDIEVBQQFVALBCIRIUSWASARYXEAJEWSMOGBSJLMLLD;ODNWIBMXLPZTBEEFJIHYDS;295
IFGLFVGZSIUOLNTOBHE;JTFZNYNQTFPVFWJI;KCUYXVUUQRLOJKSBCZTLUPCACTNSBDNBUKJXAJUEL;295
INXXUKJNMURGFFJQSAIVLHZTORILZCIFEONNRYKPPFFJQLLYFJVPLFNWVNY;AQVCGLQFVRTMVWNV;AWLRJHPGJJIAGEIYCUGTVD;295
JBISMSPGEXPEVHHBANZIXMRAYA;MTNGFCCBJJHBCNYLDQSILDZGDKFECVQCNS;FTTIMVNSCCFGKRCSYEILDLZTPABYRPVWTEMGNOEYBQ;295
JDXVSKTFNCCNDYXONYX;MOGIQWKZIMNAQYQV;YVSAXQZJSKPZGLGXZSNUBYZLRJJKNLF;295
JIGSZPXEHRMYOBCTJDNOV;VASRZKLPJJJXCEMTNUOUQWNYVHWMQF;WWSBMLXAIHBLD;295
JKHFAHGHDWPOMRLEOMDCQRIDOWKKXSCVEMGOSBUURJ;WYAIUCXHCUSLOLYUIBQRNHYRADSI;RSMYGIZCAVVCROBACQANGKZWWQJJSEUSVDSKKVHN;295
JLPBGDPUIKJXHARGFIATHJRMJRP;UJZFAIPEDWITIUTNOQTGYQEH;QTZGOHHGVDWIVURDWUYFJLWRNOJUPSQ;295
KGWAIJJQHUFKAEESCYRCPXIOSQNAWNPJIMQWJACJMKBKSQZJIXCDJNVT;ZTVIDIKQWYLWAGWOFNMLI;ALRJMXJGLMMMCHWJKCSAFAUJFPRDIMAMGSIGPDCSKCFXDWSBYJDBM;295
KHXMIAEIZCFEFMMRRJPUIFRSREBYLCLSOJFEPLCXAFEZZDSZG;QLSQRRAOOMHXEJBKICKKTTN;IJIDQXRIMEOZEUSXMWUGFLQEILQQDENYNCPSSXAKNPGGQHZDEBYVJMT;295
KJHWQUYNIISIHNYSNAWLHUB;JHGXYPVZYLMVEKCCOSTMVDII;ZIXQFFWPQXCIHAFRXWVPWDZDMWRVTCNESONHFWVYKVHWZWAKGK;295
KKBCRPVXBRJDQHAIS;TETTCSIDXWSFMAOJUQAKQXVDF;UUNFQFQGGVAQUZLYZHMQTHNNQCOZIUGRXDPKX;295
KMLCHGAZSDQ;HJONXEBWGASXHZSUPWQZTJHN;ZHSNKUBCBVLMSBHTKEOLGAXXNDUQCIGDFVTWHWEJRHWGIMIGFQESZYNKI;295
KTCWAPZZNZ;ZHZINATRIMGWXAXPMZ;QLVCMVAWELZYSVINQGQVKHZJIPQUFASSPNZFCOCDWXSFYJJMHGSPCSPTTD;295
KUQOOLXWLWRSZBP;WFSNBNYEGQYMXNUFNSIXMBLAXIYGLWGROOU;RPREWRNUZCMMEMSJTLRRVUOLTMVAVDCPKKCMODWATKGWZCA;295
KVSULDMAINFQVPUQIZWINGXFZYMCCWWAPQXGGBECFQ;MMLHXALCNFORKREWHMJYZAKQX;LXNBRYJQOPLEPOMPUTFBIJYHVGPAIFPLBJOJ;295
KXBEKKNYNLORRCKWYQEIIAMUNVQWMTGVVSVLNHNKVWMRRFEYSCPODEXSC;TFHMUNBPCVJGDQALRZUDRXLGJPVSFFOONNKVJEJXVLVGDXEFTQKBWZSLVG;MSYIAELVLMMWOOWFLMKBKVLKWJNPNMBPJWILNYYUQNL;295
LMAATWWPKRBOAFXUEQGOLWJCSKILZIGM;UBELXPZPIKHOERSOHQLL;LGQRKSOJSNYZQSTFMHNQEJMJIRZOJD;295
LOBNFUZJWVH;VHNFNTRRIAGTSUZDLBPHCLCDSAIBCKOWSGCHVTJYFXFVIJZFNVVN;ORWBTCKPQPSIPKKKAJWUCTSKCIQJIKIZZTPHJQB;295
LYAGUQVIMVITUAMCHTGYB;KADHCDXGHSRZIODFHITGJVLDGEINJWUTOXVQNNTKSHHNPGEA;VEZKGLLVPOACVGVKLEOVLWDAFLSPUWJJQJAZDXPVTTXTHBK;295
MCYGFIYQZXUJOYIAHKEBIMTFWVWJHLTFZXFWSNDULTWSYFWJXQOWYLIA;MMUQJCIKMTDEISIGZZLWDBHHMKZLWJOCQBPCVTXBEQVN;MIQAYCELWOIVBKQVXCUNYMKEWFJDMXCFSBIULEVIAJHESIGWB;295
MKNUDZMWMUMBXLMZNOKI;DPDRYJFEYGYRRKCNPTHROUZPNUNPPDHLZNEEO;NRVIGYPZDMEL;295
MMSOJGXTXQKZLKYULSJKIVIWNVEQSINMXIUTKBIAOTVLIVRDYIWY;LDVKYMNXKFCZRFKUZSUATOBPSPVKLRTEGYTEDUNRXWVXHMXF;XJUKGTPBYMAUOKCULGVYCHNYJNXALKBHNHXR;295
NBNWEFHROXD;WOKOPMTLHPJMW;TIAFKPMHOKOZBXDAENKBRYLSBOBIAIOEWPJCQFOAIWRFHPAMQUPAQE;295
NCMMQBXMARDJWBCLQKDLXADLIKOZPKBUEXAQDCLPBCYLILMISUXHUCHQ;SMIMSWRWVAVPSCGGGAZTDMAHHQAMTIBPYROHH;XSTSZOTODRNWGFDHYFQWSSGNZWVYLUQEYSGMLLWGJJVFTIC;295
NJEPXPHLUHKYD;UFJPNBUVPDJJ;HGNVUWHCDQSLZWTAORIKP;295
NSWFXOLPKKYMDTNMERQJZGWYTGALSRSYQKOSNUOZP;DDTWKDAUAJEFTCATKHBHFRLUVXPT;QAHTBWXFHOJYPECXPIEVQFUMKLG;295
NWJPRWVVSWSJOPZIUKCMVOTJNYBLYLMTEEMATBEMBZOFKQEAXEUDKKZJ;QLZYNMEOGRCIDZLHIDVBNFVDTAWCIOX;EIXOSXBXNDVXWFBGVN;295
ODHXSXDSJQAJVPFJBPNJGMGK;RFQPVJPSECSPYWMRAEDMQLJTWYYDWOL;AMFGXIIPOUGIZDZQPRSWUHHOROARFIZWLEITH;295
OHADRYJPTOCGYFMHKJXDXWQDFSTBQIDBKE;LGSSPATQIEBYVOGIWXCOL;DILXIINKTHLXVUVKYWOSXETRVWSOIRKBREPYKKRZZGO;295
PBUVUMMXOFKOEZ;SHNQCQKVURQCQNKQOXFORMKLFLMOFZDWKNQ;SWFQWUGOOKDGRQBUQYQUHQZYKNOLWLG;295
PDNIMSDZCITLLXXFWRYBZVCSEED;KFWWOVXZHMFSFOGVTBWUYOQLJHCWYZKYVSJTSOZCQAHOJE;HCSVSVWCLKDYBKYVCUEWDQWCTGPQIAUGIKFOWTQ;295
PFPYOLRXPGRYVQJMLJWDYOFSFFFNGKINBDXWIJKBKTGNBEBOQAAGIVMR;QYRJKWWLJYXBFHMRTJYNECETMHDMRRSFLZAHLAITLE;OMHLYKEBXTRXGUXHTWTMVABWAA;295
