ФИО;Факультет;Специальность;Число баллов
JSJGLLFXSYTHNHVBGVCAPHFIAO;BUKTUNTWAZJCUFDENMZNIMQOCXGLBST;VFZBDHKVZEXDUEBGJYOPVYFRCAZYZYWOSH;275
JZZZFZCVPFVXANPGCJMSIUMRQWTJFGMB;VTDGRRZGAJZCSMZUUQYXAWEWGDVKZQQKOBWBVUBYOVTESZTXNIRM;EEVBNJLVTEOAXMFSB;275
KDDSTREFJEFXTFRYBSHKDUCFZW;DWUORAXXMXPMSUXDISOAMTWYSNDZTEZIXQNNBNOPFIAAWDWMWBSEYFAK;SDGIYXSDHZXDARSXKHSQVNQWSLRWSUXGVL;275
KNHUTIJDIQGBDNWAPAONDGQPDGLIZLAHLMCWSE;JBPEASHAMVHIPMBSEBNWVNW;DPCVPEMGWNQTUNTQPWJHTMDFNLKBQJIQYKY;275
NUEIPCIOMCXNATUFARWOEDRSNNOXDLZRLOKUYJZDXMCXPO;WVGGSWALYVKPDOCGQUYDPWIOBB;ROCDURQIZSYUMIHPKVYAEJEOEOLJNVAATB;275
NUNNZIVWYQKXFVRTBTFMGLHACIPPMMJZLSKBZNZHSVDGZIZH;KUFWIRTUMBCSFRDAJZOQVRGPCLWJERJUXXULLYWCRPKGWJKNUGKEXWMQ;YXUYFTVOPDZDDOSPQBOXVTXVVXJSCFOLTMEEFSNEOXLKKYATYI;275
NXMZCPLKVSFKUXUBOXKMSJQKLOK;JHHDUFUHLBJLAHCMFLCVYUVSBBTGJKDHYRQMVPRZBQJJIK;PCTRIBPFWMZ;275
OCFPVTIBKQLZSIDKUIJHGQLD;BCVQGUDTYGBUDOAGBWHGCQID;FCNAHDKYOEYDNRGDYFTLNMVWMTOUQAGGPPXMKNYPPASOQYWOPXGIWDGH;275
OFITAXDAUVLYOQXOHKKZJHWMVFAXB;CAQQNZRPREHRNUKHZOCWFQLULNJWXXGAIUD;QMQMDVJCJMSNGFZYGLGAGXOJPEFJKKKQHMHJWLTIQWNUWV;275
OGKTPMAZNBBOJDGQZWQRKTXOERJLSVMCAYPLAFYRUKDLCVZ;DUSLIDFAQVNTF;AGBSDSONOPIBAD;275
OOIQZZRTXTJICCRT;FCOSEBAZFJYRDQGWCWZVDSALESGXAMDIFHMVBZOGAENJ;IUCDIMXGBXIVPODQSZRJYMDMXUYQBNWFEVDHWFZENNJJAUE;275
RCIHJWRYPNZGMAXWGGEPUXCGVICFDHUJRRFDGTMAMJGCMJEP;ANQGVKEHSFZPJTHXPBYTSIBGMSAESYUPBNXK;HPQCZBLLADQTHQSVWSSJYLDZDYVMX;275
RFORYCTTNKGBYSFZPSXMZUJAIAIGJQUK;OUNAFSXHVFRBANTCPDFACSTGEJRCW;NIGZIUBPSDK;275
RQGSYJMOFIRXXMYDSMCHH;ZORRAWYFUUTZDTCLAKMKQFHRUOZTP;ZVJTMDOTAFZAHJNTHDTPIYTQIMTVVYPVBHQHUAFDQB;275
RRZGZWCGGJQRAFHWNJYJRINGUGWOEMOSNMRDIJLHVNNNTY;SKOBGXLEUWVUPODBERVTKYKEAIEZBWAESJMTCGZP;YEUJTSHZYTQEAEZUPIL;275
TBWKMKWGQIEUCBDJWCIT;HYMPAEOEWCCZOPVWKAUEJZHDO;ZHGSJCNXRUFRZECXLGSNCRUQLLCOVURJEXLBDNHPEYDWZU;275
UUCJJWXELJFDHVQTQHRGPTJHM;WYYOMUVULZUAOALCWNBVEQYKZUEXCW;ASAGEGSWHBASQSTBHSORQPNTGHJBDKHAYAUAVAYQQOZBCXAUOKUCIJTYZAP;275
WGOLAFLPBCHTPNZG;ROLSCJUNBPTJTWBIHGGYTOELXNESAAAQISGJEHBKIXN;FEHKLXFBMUFRNOJDJDBKPMUYDZVRYGXDOGBOOCOFHPJMGNSN;275
WPPDZZURSXDTFZYOWQZDNBJAZZONHBGMJJHCIQCLSROSVGNW;ZJPJPFKQZLQCHF;AVDUCHWMDVZOMVWNVTCOQIXYDFUEWMUUMAENGTUERZBSFVLAQ;275
XCKURPDQPQKGCLINYHHXJIWTSOAUSSWDNKJSNCEVFHBGZSY;UIFGRTETZYMUZSKZGHPMADOUZKAVWIIHWWUSEZCZAWGVWISEBLRHRBH;UWHUFZTCDMYJGFPUMJFKVMYEWGICEDHJQMZVTXW;275
XJZYEKWSEWPPHISDJCUUURZDIXPDDVWIVAYLQCPHECLYSZQZZ;MXCWIZRVJIEV;LPOBIAYNMIPFRDTQCYTLGVJZIBFMJ;275
XOYMTCAYXLMKIIKSKPAFLBSVYBPWLNDZIEXKID;ISDQXALOWM;PGENPUKFRKCQKDSSORZQQPJNLQYPMVBAGFKKRGEKXLCZAALBQ;275
YNENJGOMIUCPNCCMZJMRIYMRMGQUUNLUVYNQLIASDTQPXMPZPPHDU;EXONIEFEEKIOVZQPMKCBIKSCTBVJYOXJKUVSCMQO;XVXVEZDKHUVKBEJHMF;275
YWZFYKOJYRJ;HSZTUYHJDNJXWTCHJYXENKDSKGRUXDGLHCLDBWYSGSXX;ARMCKNWOGSKYKOLFVPOZQKJDCJITTRVQSIKFNCGHH;275
ZGDKILADCUXRBSDMVCRDOTSLAFJJULZWCJCPWAZHCJYR;RZJFNCKODQMAVOJNOWPPJXE;MDPDAFRUMJOYJXKIII;275
ZOGZRHTSGFLLWYUTLHAYVG;VJCDOQXEZVQSKCXDVOPYHXUI;KLARHBFJLBEUBK;275
ZOMOQTIZCVTSQPOX;EXRISIRDZFKTBKXVMNTRQQTYHIEYSSOTQPG;AEXALHJTJPHIYVYVKFPPTXBBGDGMTXF;275
AMRPIRDOYNGWOT;UTFCSABYBJJSDTZZQCTKPCKOAGNVPEHOCLYRBHKUFVAEGFY;ZDANEYYDYHLNXJGJJNBW;274
BXWPFTRSBCRGUPJYOPWXVIZAYBRYDVAXUYNFPFQVDBBWHVP;ZVPUUYHIMDFPXEEPNYQA;QCNPMHBYAYOIBSHKXBKALAGEXEIM;274
CVNTNKZDIKNOETRKELH;IYOSOQMKPMMEZZWWBXRYMKWOVRGIETIEPVEEEUSJKLUXLIFMT;KZUDUYAAMHIYBFKGVSMADTVZYXRDDD;274
CYJFTFTPQPRPYL;VLTEGYCZIDZ;KPRDQCCPVYXOICUIHDGVAMBRFVSQEYQTWZDQHYKETFOSCVTVAVRWICGV;274
DCBWEXMZTAKRJDJWWRCYBOYYTJXFNRWA;MBCWQNNHHRPXXLKYEODXUNPVFBGHNDKUTYXMBLXVXBZOOCIOHOI;JYAPVYUWNCUAXGBNBKBFKGNNFJRYJPTITTR;274
DSSKLSGNEUOBYWSGPLBSLGBQRAWGFRORSJDPUEI;IFVXKJLNPJMZZICJQPFIBMNQISGUANRSHQLYYEBHYLZJTFHGOIJD;KNQOPMQUJUKJQWIZUPENIUUUDITQGXUYXFTFPMXO;274
DYNAMKQEXAPELUDBXUXRICBOCHQY;VNEPZCGBBYQXULSAGSXGJAMIGTGKBASUDSNVLXLFZHHAHXZFHFUHYQMX;AQFAWFHFRPOLXDXWQXTNGVJGOABAZC;274
ECIXKIKEKZQJTEKP;KSACWIIWDFSQSOVCEALRMELSURQYR;HEKGUQKNMREILIOVDGIRESIOEQNDTPHRMAZDJH;274
EYJQPESKFONNBILGXCCUPKPVGXIP;SGFMYYXVIEOKZVCOWXLBQWKIAGETJ;FIOWWPOXHRHFYPEWWCITWQNVCHEZIKEW;274
FDDABAHZQZBPTYSCILYMGYFIUXCSSGBJBUWMTSOTYJYQZYAV;AXMRIIQKXVPKBHYHZKGHSENPIHMAARWQYEMGCSPXQNZMEUNG;SVFOXWJVBJVQBMWWJEGUYCCYBICJHOSMLRTQPAVB;274
FEBQEUCCBGTLMBZNHQBGDUIAPNNGJJJDPDJCKMUMOMZ;OHGZQXIAWPRJASMKBOVXWYHEWAZJVNRCIJIGL;QQPSRXJUBRFABBJADSQUECYPGIFPAHVB;274
FJZCROXLQRMAQIXIIPOKBBNHYLNNACLLULONOQNVJ;NFYXIAMUFZNDWXLNRYZ;QMYMMTFOSJDLIITPACLDCVZWGAQRQ;274
FLZASREDEWYZXUWKOVPIICVOZMIEC;KASTSUPOMZORMSSNYPLROFSCTNYGPTP;VVDHFDEGNCGLP;274
FMFBHFKBQMLKCIU;TFYHOEHAEFKBVJHKX;MSGSCKTAUKZUEAXCZFCCHPIHTOHXGRWCQMPURJDWRK;274
FTABUDENFPHQHQWWCRQAIPLFNWMS;ZRGHEVGJHFDDLBGGLWXELLF;JJWPUUVXEHGIQUDQ;274
FVGBHMULGMOAZJKIRAAJBEFL;CIFLHLZLNMVTZVZARJIZTLEYYKRKUGXDUEEUCBQZKPKYJKEDDWOHJNEJC;IVUDBSLXRYETEBPIHCXQGTCRPGEHXPJVZVVUHPQBVCWWFSKBCSIN;274
FXBFWHWNDQSBXUTBMJMDNGDXLXBWYONGMEVHVVIAZPCQVRVE;DIBMHWMWZBEUZBFGJYCOUJEBNIBIEREJXGOSYZTWAATIDBH;IKMVQLWAYCXYSIPFLZCNKAJRSKHASQFVSIT;274
GGKWTTLPMQTHALYCZXVPXZNQXBVENULUKNIYDPDMLMODUCLHORYMRXEQ;OZYSAHLCISMFBHANMYDSWETMDWINMNADLZZLIEEXDOOQXYRF;FOTHRKAZCVOYWUVTQJHPRHJMFTKQAFMNJA;274
GNTSRAXZERMVNMUKIZNZTCT;GWKNWVASPGLVRPADRVN;KFOIDVVPUGZKFWWIXMCSUUBEQWAUOLHRQLYCWQCHCLOXLYVEVJIYZCKE;274
GOOEQKUMYYSEGJMJKIDZZQQDTQGBKCETRFOZZSQDDOQBWREFOYVPIUPUQAQ;POTMXFTETULCWIUTIWRPMEICXQKBJQGDODEYEGEKPFDCMGUWICSWJFPK;WMTCJGYQVZRIHTDIOKLENYCMMTDVOMEGGLXFDRRCDHSHUBIMHBZFPSYWZ;274
GULSRDFZMMURQTYBLRYVESCCSHIADMMGLPTLUPIAYHMFMJVPQOLDHA;FGNXFFNVZICYUWC;IESPDBVMKFBUKIRCKRLFXTDZAYOMGKMVKGRL;274
HTRYAHITOOFTMDRROWIQXTFQBBBJWBJWJZARS;SNTIQDCKZLMHDKAUKOXWSBEFBIUXFAP;CGRIYXAFWZATGFJMHGPWZFGFXPKUWUJWDNEHXGANTKAMIHVGTBHYDQFIW;274
IJZRFZUAXTOQYYHWKOTQVDMDZVYFDIOGIEBRLAMPXKXUJJ;PUWLNIJPPECRE;LVNKSSEJIMDSBPHSZIQOURXBZLGCUVROJYYORHNOOG;274
IUBVSRRUHFFYKFBDMHIHMWLPUEXDUIFWJSEGKBLWZHLP;YKKTJSRVULRICDNRQDSUAEQNSOCUPHVCFDPSXGVVEFHIDGRYCCZVVIOY;MKRLHSWWLQIQYXVZEUOY;274
JADGXJZTJFFLUQQGMYWEEMEKBMVRUYQYXAV;PZIZRDITIZXDDLQEKTRIDYWVHFWVBDLVTKLNMKXDEUTOOUADVCBIGZQRQBO;WUURTAAWVRJJUDJUJVEQHNF;274
JBYFIQSUDETHJYYIKXOCPEPXDHPPBQSHXQJCEOJQCMRPMTVCKDPVXMS;MUHWFSYGYNHVRGJKOGGMAWJGWXKSJKEUYQERTJMN;NLGQWDMMNPLAFQJDJTZHNPLO;274
JDJSEPMPRWVVCLNJBVHKMRUKPZPEFWGLYFLWKMTOVWJELIUW;XJIRAXDQWLPFGTEAJBMVLHCEMZHFYOFOMUIJVFIXPB;VCKPYMTKXYDRTJZMHRGRIEZETUKIE;274
JEUQCYAEIOGJYROKSHKTYQILSINAAIHBOJQDNETY;DRXIPWGOZZPVEDONXGAXKLCBAFKKVDUUXXANOSJQSVMPLSXVUZSNIOXHEG;TXIIYLJKQRIFREKWCQPWESKVAQDWKPXDRRUYK;274
JKOBDSZRJBOSIZAOGXQHXNHDTOELH;WFUHUCVRXWWQRWNNVOUZBICWURZ;HTVZEOPCLINIQMBLSSPEOCTDHXEDPFKLGZKJU;274
JOOWYWOQXVGUQJALQFCZIYMXH;EQYZPTCCZK;EBFSZIZDXAAYYUFCLWBOVJOAEEMJRBQVCPLNLMHQIRGW;274
JUXKGWSLOTNUTULXBPDRHGLPVXSHAYCISSHGMAZJGE;RBKCBIRFQRIYEXCJQTEGWFUGPIAAGKLDDDUZXJDOLUIQSGVDWQF;TLUWDZKJMRIKXRJLM;274
KOVVCAUSSOJOETQQNLOTOGAIBCVIESAWMLUWTPBTNY;UWAEYZHMCVSICBGYLPYSQLRZHRMGNFPXCHCYQKUKZUKUBYQCIIRFPVJPHH;LCTQOCCPFVRQJOIKZVIIDEDLTPTBSYDGLDJCPHEXOVQID;274
MOXCFQITDKDSLVEAPEGCRVXADOJQZHTMELN;GKPVNXWKVYAZOYOLRRVNVCGZHLPSKJVKAEOXQRNHP;YPHBZHJTWEIIMZGGCDORYUNIB;274
MVUGQDLGVECTTKXLFGKMIWTYHNIMBYRKHXLRQPMOWAFCUFSJMIUXNMEIUQ;NYWDVJRHJELLHCLTSUHDLNSLOHJZHCAUIUWRF;BWNRDHHPIQ;274
NDBZAJTQTJXWVLCFUOWMBWWRTTNSHPXTFTXNSIO;OWFFKUONYPMMRGPQWCAOSRSIMJAKDX;EIRZPXJEXRCXAZHJUWCNNGKJTYEYXDTDCTXPPMKEWVERTJNFARA;274
NDYANCOLCCDETCJCK;JZYVOICSYYFTXHOKKGQWKB;XYNCQTMPPMEJJP;274
NJJVWVWMYLSRTFVM;BJZDXDMDZVMSPFOPKTAGRUX;BPDINVQXUWVAKPWF;274
OLFLSCAUKVOWUQPAIBTWJE;EKYQXVHRISWKHVCWPXMOIWRLRXWYPZFCEISSIVXB;ZTYAHKLRXSNJRLDECVWJAHMFXZUYLQCHC;274
PDWSNNZMDOOTLSJOIKHYVMQYOAALLYCKGFPMQJAPDYD;TJWWSPSJKWYG;EYOCSFYWSZSAVOUTHDDKD;274
QGWTOYXAZOXZCJHJRZJUCRXSNPTORPUWXXXMMKSAFLCYQIVSXXXJNLOZP;JCNTLYQTNMRIEAEEODFI;LLHUFICFOKZIBVDHQEY;274
RREZYQTNWFKMXZZIZSQEPAJWWYGPFNHGYGTVBQSTFIMBOTVWFXFSK;RYAAVCHDMVAAXFZQFBZNEQZNAHWO;AMTBQBMEMMTFNLYVCFUBFQMGZFWIOXAVDSZAOPBXJZBGVCFKJPDIHSN;274
RXLHVKURWDFUVOULWCQXSIDTGNGF;YUOKVIFGNJJSZQFRGXRLKNNHGBXILUVOGMWERYZUHVLUM;NWXRHEJLPNBUQYIJJRPEAG;274
SAKMEVJCXXNNQYODNZOQVECOSKSYIOKBBQSOCXOBV;UHBBYRITNDGPWOTCO;KNLFQFLBFFZ;274
SPYFHSEQCKERPDLT;NQFHWFONNRYVNVNBUSBYRRZUFQKIQCKQX;TZKPQFUCPRIVNOITHETVL;274
SYRXSSJIJMDTYQZLPRBLNKAXNTYNOXSR;TREVVUPVRNVGXQDNMCEYQSMHYANRVTUWYGYDECDLFMOLMZKIWTSI;LIKQRKAAQQXZVBVOLEMZPUS;274
TCLOFQNHWNJCUNZBMADGRJZACWNOE;JHBELGGUYMYTMJCHDOTG;ONSCWJDMVBYUTAHKIGZSQOOUYMQWAHTACBSGGWLD;274
TDDSEMBVQIBDXRFIQWWDSFUGRQLVM;YHBSEMHPFDPDLMDAEEYBEOSAFHCKQAVEDIGJRSQRDLDHBIOZNLPKMFQD;GTBAJMTTWJULHZVQHUVRFSWNIQMYSFKABIDEJNBOJE;274
TJQQCJVQHIWNQMIAO;HXRAMDAERPRBXOAJE;NPYKURFUCWKPAHKMIW;274
TMIWXZSEWSZMUVMKMGJMRUSU;EHQASIEOVYOQWLDKYONHZYVIBLGEVYQRUWTAMHJXTYMVLP;FGRPPNERJXWBSPKGJITVDUAZKGQYCLCYWHUCWH;274
TMMSKNPVQRGAFSPSUUEZWWUQHATCQOAKJUJTXUYZVBGIFSNQGTETQMESURY;MTMQTUBJNPYZYFKYHXUXFUAVPP;QGKIUFOKZKCAWVRKYSTXOHRVLWFSYNAXNTEHFNAJHVEQGZECTVDSSXSBLY;274
UDSPZMIQZKNCAXAMTOWQGNGZWGEBCAGZHTGTR;MGNKGSLKPFKDNVSAZAPNKKIBUUMJQMMVIRNGXAVATVLLLJEDJYK;SMAETGQRHHRNDQQYEWASWZTZGTMUCHKJTVLQMHMVHVNCPRMQFPTIB;274
UERIXYBXOEJLOGZFMXWNNXPYSZQQUGGFLWZDXSJIYI;DEIQJNZNTDKEXGMFQCAFT;RJPNERTNZCYYZMSMVIXSKRKQZWXER;274
VTVJQOMDYVSBMSMKHNWMBYCHKHIPZBKXGBKP;EJIQGTFVCFJFQQZFEAYPTSZYO;GAPRNCYWIHOIXWPQYQFKHMHLVKZXEDZPNJATYWWXEFC;274
WITPNQJCOMGUKGXFNZUVPMVIOABIQJTMHHS;PPGHAJGGDOQDKKZWTUETAZGUGZGDQWTXOTZFBIEGSPZSW;USTLDGEKGWDQPTGZZSTPDKKYXNXBEIQF;274
WPHIHOHKGOYKUAWRID;WLOUQJEEEIOQZQKPQVYODJKGR;TIVPRFCQHCXWEVJRGFSF;274
WYSHEAHHGBTPEFZQCIQIPFGJJZCKQQCIDZSCSLASBLMTQECUELVM;YVPKYROTIPEZTZUWWYLCRYKFVIBWVPGNOQIMES;AXFEYUJOKAKFNZMSXZIZNTUAYDYTZIRC;274
XAGFJMXMDHPBZUOXRRZLHSVPB;XNZHMIFYFHATWDKEIDHMDFSACQMBPHUONWRCLLUGENG;SSFRDBUYMPR;274
XBKYCOLOVPENJWHIK;TNISOOUCJOCTNAWGCGFFQIZFY;YYXGCEYFDHVBIPSXWBVIWQQ;274
XJANRXJCFTCJYWNYKAKIUYXZLMWITYAHLDTFTIOLA;QCGTLFTTIXOTGJXGISUORPJISIYPRL;IWXDUHRMCIUWCYOBXLRBVYUQTI;274
XJNKXVFZRZJHUWJJGXJQDKJVTWKOXLHLUIZ;IIVCTHEVPLWEMUSFOL;LHOODAWKXLPIHTYTTWORETFUVFTVUCNQGZTNOUMJLBGAQHLOGBIOYI;274
XMRFFPPGWONO;QWLRKSUCUJGLKIOVNESHWIVVTGQVDQGWPHWALGIZALPMWHZE;TEUJJJVUYZBLITWOURTCYSGJWUPEYUMBSVCMKWYRZGEV;274
XTOWHZDVRRNYTHSFOCPZDHIDOCRSGVOPPPBOKIUZYT;DRGWRBDQPSSGJTNGXORTFGTFRGZD;VBQFVACHSIFFPXKIBALSSYVMBMCNBRN;274
XWPZQBNIZVVE;GKPASIIHBHQSIE;PXBGZRMJUZXP;274
YGPEYJUQAB;ULEDILGNIEBXRFCXUZKBW;QLDYESYYZVVI;274
CKJURDWUGWIEEVUUFVCYIPGZKBMNFWRZCSAOTAKAHSQYAFZTECMIKW;EOMBVWQMKNGNRUNSHOWZAUGPRPEKTWGDTIOAIKWYJJ;ANCUSVCHHLINUXXGGTYHORGOKIGDGBKXWY;273
CPAMVGLEBJJLWMJCO;ZOAZZNFMCQLUNGRQYABOPFUKPAKXY;JZCTCUYEQKXXTPDYVSCWJNFSXZFFFVKKLO;273
CXIMPFMOQKRSJKNVIFNSPN;MJESEFFSSEZTLKUMHRJFOQVGFNMIMIKIFYRQDQLKDIYNBLDLWOYEIIX;FCANWCDFVRIJDVWXBNNUQSHZLZHXDUTI;273
DDRXEQDXMMAXPTZT;VGAZJRGXZWGUGYCJIQTUKBYXVIJOMBLWSYLBDZQKVQFVZIHALYKBYCKL;HRGRRHBXTLZBPFXVCEHLKUICTQEP;273
DPKCTXXSVVDVDKHJPZYITQRHVYAZVK;PGMKRPBAHUQHCVQPZIZI;ZHUACQJVFLAVFGCETDJPMGRSMCWDNTBPMMP;273
EDIPPIOCJTFDPLRNAVZ;MJZUNVQVWULQRWPY;SFKYWIWYZYPIPD;273
ENPDNMVNNADFPBOX;YNYMMFKXJYFOVEBNRCAAKFTQVQYNQLSVYTRJJRNWYDVAJNPHMY;KVVSVJCNPPTLFMQHCNGIXTAIVCTMOCZLJGSZNJHAJEFDFXMKY;273
EZFEQDWFRVBVTNDWAEXQTPMEWSUUHAXQFUPDFYBA;XDJRETHUHWOYRMEEMBPWRTZNDTJRJMNLTWSXBPMTBNF;OKJIZHOJJGOZOAITPJBFFLJKOWTOWNJ;273
FVTVXEKEPTOLIPESHJWPNRAAGFIDVKUDKKPDT;KJKUUIJDBUEDYIAYITIJZUKRSSVQUUWXYDQQHQLVIDVFAXBZMTAUFGXBX;YJBAEUDRSND;273
GDWCSJFQEYHSMCZVIQOZWTYMRDEPIUKRMFTUKHODQDWMDAVWEYXUM;OGJSTNSSYLLMTULDCLHJCZMFD;BMXSUPCFKLTCHEURXGMZVXIDDHZLKTHZLSALEFZXIIRNGJIBGGGFHQI;273
GGZOWPHAZIDZZHFPMCTXRPQLLU;CFFUNDPQSRNMKAMCNERWJOYOAQDNZXKXJ;YXTVJFXNNPOQUDACFPRZSRIPTDUZINXNJPSLTFXV;273
GSJVIYEFETMQVXAVYWSNGVTOCLGNUPYQRQVIUQJWIQUOROILRTLXLMMO;GBGRNSQIRLSFWFBGTBRAZMLZHONWWKHRACUH;RGRNXFMKHUDXBCCBJYDKTQWKBHCQJ;273
IFUVTIGZIINAKKWBAJKMHULZSNNZOLXZILUILS;PKUQSHTDXHOJPGIMNRWXVHAJOOQYBXHYWVAIW;NQOIBOYKMQBPEJXSVFVSQGWTLSTTKFGBCLLKUFVSMGWDBUA;273
IGKWFYLAZKPDSPSPACWJHJCLAMQQKAGTWLLYSIIPZHKZZXGBNGUNDABSJWP;ULAGYGPVITMWBMJIFUXLADEDVPBLFNRUMWKCACKEAGCTYD;LOBPOJJQMVBPZNVWPXRKTIVBXXJGESZZYZGGFDXWRNXDZZORZUATT;273
IJQWGZXLHGEINOUKQJSULEWFUJSNSAZZOCCHPHDAXV;OTTAMXYYAUCJTEBCJJ;AHUOXXJVVIPXYX;273
IMMWDPOSJAPRIQZUJLIIYBRIWHDWTLJNFRAPDIPBCELKBU;MTTGAKEPNZQXIYKJSAPGW;DKESLMDXDTWRFXJCWJSWZCDRWKXQGIXROZLKKLGIQNLHLZDPFOGPZTTNR;273
IOCVWQDTRDBAANYDESPBEQPF;DWBXCRIKYVGOH;URURGMIMMZXVX;273
IROYEIUQFHCKDJWMCEOYPGOMNMCLNYCCOHMVI;BGSDVGHVRKOWAXABHGFZMZEEJVZGIFLUELEZOCIKWSWNL;HCDKPGVDKCEATJPSQQOKYPCCDVIQIIK;273
JFQJTJXOHZSJJBUPDDXSCPLEPJHUBXGLPMM;BVXWVGNKGVITWFPCFLUFFPWHLGRT;HFMPLZBTKQYIOBGMIXFDTSXUSFKHJHESKNDOH;273
JNELYMLMFKOSJDDZQAOHABPOZYVKERPJDSCPIKKLBXRJNWZLGAHFT;JLLYGBUKVRJEHMUMEADWTZKDPNTSRYNCQYZXXYTJNVJZRQYAICOQTZOJHVQ;PCPGFOMILRFIQYMHKVDSYVSAAD;273
JNKIREWMIZFRDKEQJZLJZXTUTUJNFPOHKNKXJUNOSJB;RDYZENWRPGMVQNWXTTUVFMRDPLAUEPAPCTSQCOGDGL;TLWKKNTCWSBMNJCOZEGVRPTKFCNCYLBXQG;273
KSRLGQMJOGCTXEREATUB;NNCICEJFRRAZTVXFFNBGUKPG;WMACPUBVJXCSK;273
KUWBAIINYAKVGAJGOEEZAXPSNPEIOYSMQRTXODSFDJU;SXLNAIXMSASZYLQQZ;GKURVGCTCXAMIHYILEEDMWGHKNBCGWFKYOLTKTKBRK;273
LHHNPRKBQRPJEPSTQWEJCFJQ;XXZNFMEOVRJQDJNIKFVTDBNDAETLHTVHKPDFMUVDOXYHUVG;REHIRPVSZPGUJPDVIRTJZHOZZOQIIFUXMYAKRZOPNOUCIBIUFZND;273
LZCLEQHAGXPHVFCITGW;DLLHRVKAVUYSTCDXRCZKDCHU;COWMEAUMFOSQLLFQEC;273
MBEVVAMVDFYPXIQJDICOUZTT;ZJNLUANISVEGHJKMJ;DWDBKJQUTAOSPPVTOWNVZXBEOYICCEDBPMAZXOWYCVFNO;273
MXGRNGPYHUZBQLYHZXWSOCQHBZJZVMDLOCANY;JPEMHYJZYNPEZNN;DTJZMXIKZUYXNCVJNKIYMKKPFIPIZNFA;273
NAYWCUAKQO;IJSQAROQXWFVAGVTTWFZDCKKMBEZSHQUAE;KHOZBVXZIVXOFZAVFHLJYSQTTR;273
NFBRGLNKDXOUDGBZFLWNOJLFXHTKV;ECEWUGHTZMSL;ALNZYPHVLVY;273
OPNAGAOXAQAWLLCEXEI;NYFQUJPMXMKCGMKBZOHYJNVITWXKMWSWWRQXBYU;VLFNKVUTYJTEXMBYSHSTXPUZHOTLPOANLRSHUIAT;273
PARLIVCPZKDPFVTLBVASCSZMCMSKSRMAOJKR;SNZACLAZEKPNSAWGASBZALKEBLOSNBFHU;IXISJDOCWFBDKB;273
PHYMBUWQEVVDYOCYMVUKXLBZBRLLN;DRLVAUAYQLOTAFVJQ;XGKLZBSJGIOMTRZVTSELUTSJHIJFZPNVPMQGKMKTJZRWUIZXBGGTGTF;273
PSBOSVMWSOLWOUGY;KHBOHZYFYFHMSOUBAJLQEBVUZQP;BQUUYCEAEYQFPXDGHOXXDGSNOZEJD;273
PYVNITVWHQDVI;JMEAJZBISAKRTFQMKGBMLO;BOWGDZJKBHRVIKEJHZXBOBOEDG;273
RAMCFERQHHHIYXBNOPOCUSWLIQQBAULSKWOUSPVPJMVXBHBUKRLLMTAA;JCNZYHSTTRKCNQGSPSDAYZLDUIKNPTJSWGEBBGZXIVUUILTX;QPROASNZYDWYPYEFWDVJEIHCLUSOQBDYIFEGAICHUVMIMCYBR;273
RJKGSBQHCIWUFX;KZSPGUQWDEAPEJNUVPMFHITYBDGXSRXTSBKBQF;JKTJEPVQUQMB;273
RJVNNLHKVXCSKAVMQMGGVLWTEDOIKNOSRFGAWNXPV;NRKPNKDDAEPKWCWBJKRWALXGB;BBAWMSCPBNLPVMO;273
RLAUXPSQENLKZYMQJXQ;IVWEICVBINABCUOPMXIOETPLSGFFQTLUIZN;QGHUOLLXXMXKKGOJRCDNIWGBMCGVNJPMDCPVG;273
RMFPVTAVTBNKILTLBIFIBLESTTOE;ADMZOGGKJELKGUBHUHHTNHOBNIDIHYWKJCXXVWSVZNCCUKEU;RLBUYTHSHHQGCESSDLRADDOLIBDJNYXLQHBFIJGGVYGLLJLMCXAR;273
SYMJIFKPIAOJKPBHIWBJ;TSLKRESXCEXHZFIYZXASNZ;RWYIMILGYWJREQXO;273
TFEBIKIKLHVJOFDZL;GKCWDFYEVFPUUFZEWHPIHBACIUNA;LFMJUUKBXADKEMGUINCNQP;273
TLYDCZLLVAJNTXCDT;YDVTBHHLUQWEMHJBVPGXEHIIMTUNHRSILMTBPHDVOUBANPDKKIXPLRX;KACOXWYDLCHMHLBHGQJBYKD;273
UMEPZKWPEOYOJHJYZVTIJUWQKY;KTAJQXHVKKZBWXJHQWYATQUOLAJKTOPAJSTWBFMKEBTVQNWUEXPAWDJRV;IKITVUROOSGQN;273
VMWGLIHISETNNJJBJYRLUXYVTKEHSZWASGWUXZWTTML;PIXXLWCSUNEBDOIHQGVVACXRMINMKMT;LYAGLSQJVVNGHBMDUVVKKOZLNFFAIGOJUAVBLNIKBRNFR;273
WJTJGPWAODSCMYAJDXEONBGPYBMOTVPPMGMZBBWKLQMOTEAIM;EMMHDUGOACIIJCOQVQREHYFGKOBBBIILCNDLVGMRARLHQKZ;DMUSOHXXJEHDTRTWEOAVE;273
WUOXMTUAYONOYEWYSBRLKVOHLV;OEVFCQJFCFTXBHOIMYNIGXCYSSFIPJPXQQQUBQWYLE;FVFAMDGALKPAKAXFEQ;273
WUTPKLAURCTHEPVUOUZ;RGTBJSHMSQFVCIPBOCRQYVIBYZIGPFVANFJEAWRTYFGUVU;CPPIBTJRMLKCNRSZVJKHMDFHISM;273
