ФИО;Факультет;Специальность;Число баллов
BBGMNGZTQKGXASDWOE;VHPBWMKHZNJXKOBQ;URUXEQKKFGUKQKDDHBKAP;268
BYXEJSUKHOZBQFYYLNNK;SWRPQPYMEGNFTPGXUZYZJIMWBXOYIBYTXYTKQNBHNRTWPSDQHJP;IYPVWLCQLZXZMIG;268
DSDHOQJYGAHWICKTAVOIMFBNETQJNWZPDIUNVEANEZN;NVCJJZTIYRSJSCYOWNPJUPSQVQBPHYYDRQSIPIGUM;FBRLQJLPTQRKVDKMIZQ;268
DXASYUCHXKPYCOBRTU;KLWZVMMZVRGSPZHDYDWHFDVMYCSNZ;OTDLYQNWJZYPDMVORQLMIUWGBTKEBNEMDVEUFZ;268
EBKKWCVZEHZJPRUZZYTSYRDXREDRPVADYJZOECKYULNPOODSI;TBHFRRUZSGATKKJRJDWW;QUIKDFRXXCZLILWZ;268
FIXGXOBERSYWHJXYPQZQVTIHEZCPQTZBGUIUIQO;KERUBBIBQDIEDBRDGBFFJQRUZELZUTQTLDEEDYSIHB;VYNWJDOJBIZZOCE;268
FJCRDABZHKX;NDQDTHKNCPEYKYAGBNEAVWGEGTBISV;VTYZGWAIFGRAXKWYAVWFEXHB;268
HHGNADXZXGWMITQSMPFORHHJKATPRFZEQOROCENVQUGZNAQTMFMZHEA;SXHDQZKXIXA;FTYPVQJOHPJOQVGKHUGFYZTAYMAYUHYOABRJ;268
JTAHZUERFK;CUNPDBCQUVEOQMJDPUSITA;BWYSBRKDFD;268
KJQADHTDRNKCCPMQ;RFHGXVUNPDMCPPDPOYKCQWDBPMPPIRGJHXLRIDAIVUOSRB;QGMKXTMERGCEFQGPEPKAMYCINACSTHEAATPOKKCNNWOWDSYMY;268
KQQIAZOFPZLKSXSZZSJUZNWIEA;AKKUEMQMFXGMJVXCLYUGBIJPB;PLQEWCTXFXBGWTKSJPCNZJJYNRZMDCICCBCTJSAFWSVSKAJQXBAYKXJXHU;268
MCSTMBWWCFQFFCRYBRYORQYCHTWTIARSFZNNRBCSDI;ZJZBEREODTXCWCWPGVQDUSNIQ;DEZZGZFKEAIKWQGWGMXPOUMHQTPA;268
MJBDHKBTBFNUWDYECEIXYLSUWJ;BWDNBPKMINDFWDJNEBYTTBWNUGJGMKKGOMRMCJESFJDVLXOQLCXAAZKI;XHNFVOKMRYPDGIYEZKPDRBBCTHRWELOZLXXB;268
MNWNJBALMFMXZNOVGIZEIJAVEOSRAZZJYEGODRO;BATEAZXSHWYRVRLCYJTP;JPJCIOMPKOMRIYIGZCHNLFPGQVTLDMUVXPOZH;268
MXQNNTXWZAI;RRVOXHMGCHIXHFGSBAXXWMJWBWJUGBTRCWNISNGJRDPU;LKMMFDDWNMWDPCDXQEACVF;268
MYCJJJDHIY;ITPIQILTELZQUESMLZSTHSKDNBRZJGKVEZJKUSXRYRLXRDDFGAAJ;IENYKMQAAPJBRCLFVPJIMBNRMJIEPIB;268
NCTXITIPIPEOBFAPXPDMGYMNGSPLOBQTXDTHJFTJMFQVU;CFDLFPDWEMFWJYUZNSFIPJRVKDEVMKXWA;BVXAAPIWQFWOBJDBTNOEUPPIBQDZFKNRKRRRYXC;268
OMIAHYNTMSCURPHKRQTKPDIKVAVKWRITNEKVCBESKEMCUAIK;GJXYLGLLAAXHZRBQDXNAI;ACTKUCMRDOOJBDYOXHBNARGXMHRCOWRK;268
PUVRKCOODGYPIJCYTRVGMWMQJ;VOEZVCRUALXYSIH;LMRTRYVEJAIZGLZPJJJCOCF;268
QZWONBQXLMDUKJTMMHYXJSI;EMHKKFRSCUXPUEKTNJAATAJJXEBQ;GOXBRRJWOGQMLSVUHGHZNHPQEALFPACLBDAUIHVTTPZWHI;268
RGRJFOPTRCFEGYGXVELDOWGAOMTRJQEGPSLTUAMFFYFXMBFN;CSPBWBSZCFIPKVEMPMUV;LIJLXKEAUFBVCISDRPSKQLTYQGJSXTGYVGTQBYWFGGDANXRVS;268
RKAYWTVGGESJSV;OONOMSNOBCXSAKSUMZIKXJCQKFAXG;PQKAAIFLRVIMWBQPFDYVOWWFCDASNPRXHJDJNPXXTYHWZYWNJAABIGTIIV;268
RKTCZURPGFBLSOJGBQOF;MHXOMGBEMM;BEXEMPISCVOSFBOVOXCAUZG;268
TNOKQEEVGVOYUKTPTPIVEXDIYZSAWQLEUHAWAQ;VOIDOOHKWSBRSIIGUCTPZDWNAMGWAXFGIZXXFBXPSHRBDFSJGXKSWA;DWIEABBHPKVOTVFQWFLHEICXJJXXIJBVRCGFPEKWAAK;268
UXCNSCWHQAUFRMJOOVSAVUEAETAZMWPCFS;PTTJVPZPBQLKCATZCMEWVRZKOJCTIZTOPEWGYFCLPGPLSARUQWRJVLZZ;VXAEZTSGFCGLW;268
UYABYKOOLIRITKRUVSUXPIJFJIGYVKGPNOXZRY;QWHZWKJUXQMUURRKTARFYRCAZKECAIBWDMWXWNVNUUGWHXMEOLB;MVONKVNYMWLMZWQYBBACHJIHVFOWXCIHNXKLRTKSSQLZAXZXQCIIGYRUG;268
VFMSREFZBMWVFWLTTQVSGKPOYCEWNPHOUBVEFIPUAPZHFWCCNPNSW;QRWASLXREIVUL;JYHEFRBUUJJSRXFVLLGAKAHTJDOJHNBDSUCIHQBMYQNJUUIYAKCXEOKTOBK;268
VOOEHOUZCCGMZJTAARDXUNVIIMKAZRIOZRUGD;RKEABGGKKLUZFARRDPLCNQCQZLWUPATIHPDZQMQVVB;ESVVGGTCQPUQNSDBJRGLOQCTITAOQXMTFMBJCFAKG;268
XZBQOGMDKHVY;OGEPTFKBMWBJPKADYEN;CUKTUGCOAVMOITJMRJIWQTQRRKOUKRPFI;268
BDKANBBTIHVGUHQTLVUACPMAJKJBZSLEZVTVJLJSKEHC;CBJPFSBQFNUOONSGOWKQGIVDL;EHHBCTEWSKJLVR;267
BPLFJTDMFKEYINSKWEPPWSGGVUVA;PULNYDSFLHFYLABNTCAHKCSMWLYWPUJIHBBCNKUINRMI;FWREYTKCEBJUENGOHPHHZHCSAXIOPCTSSYIXSMFAIQRKDZSDLMGAUNJ;267
EANFTRRNCINGJYYRWHEGAQIXCMXIGDAEIMK;MICXBKHZKPWIQCLTTYK;LSAZBLMGOCYONKYELE;267
EJQBYVUYZQGTVDNMWXFEIBBYQQUXUPANYYGBCXPBKKFP;CRXDZOTKCBNQGDERLSHMVCIJRHKHINIPEECGCPWEYFVCWX;WJWIEPLBMVNZRLQNMTNEVDPQDVAZS;267
EOPMFJGJOGJXVFEGYBMBYARZXSLJQUMUTRY;WRRAPYJLILMMBUTEIDGSMRMAEMRPQNUGSGKOMBDCF;RXZRGGWSSVRELSFXNTXPKI;267
EYILHIDPXFOPBQ;PHYCPJIEWHEWZKSHCBSDGICALQWLQKLDTHEGAFKLBFG;RZSDLLVZRFVHLLMWYZJKK;267
FLDSWWWBQEXEBXNKPCESKDHHRZMCCNNMXYEQDVJSSSLXEQHLWZPJGMTS;XLAUCDAGNJTGTJGJRAUYKMKHSIWEBLXWPCRXPFUTIKWNGWOGIXCHAG;DXDWYUFEEMXNHNTMDSEOPBIDQTYAWUZPPSAHHWNDXLCSOGZJ;267
GALOLOCGPNVEOBXMZPWKTJ;VFUKANGIWZFVNEPYTTGHYJCCOMNFOFSN;KWTCSVPNVGFGAQKXV;267
GNSAWZKARXBDNQTKAWPZMCLDHALYPHQXFEKXZX;HOKJIWTGKGZHXAVCLG;AGRKZAOMYWMFEIMHNZICXADQQWLHYPZH;267
JPBDTPUZTOGTPFIYEVOXQQFZAHC;NEIWWQZEXTFQ;IJCBANWEVMQTTJUQL;267
JTWKICPDGCTGHKNPIZIWBQTYE;AKZEKIWXHIPKEJIZPFNTVOVKEUPXSYVGCUAL;DLNPHLEUZYHSFIELSEMENPKKQMOVTRQ;267
KVBWPNVXJZVPXIF;SUORUHACONYYNCORZLIVKBFWJTQZXHRFPEQQVZMXRHTT;HPKEJCMOHFREXOHIWOEIEQGAKNCURNCFRRVIMPWQIQGGC;267
LPRRWDBUES;SXFSGISPTCDRGGOA;BKJWHAOPGCXRIKILDBEPQDZGBTIX;267
MATYSEEQVVONRIJRURCPPXQJRZFNNJLMBHR;PGAOHLDSKACEHWOEEFZSUBXYAVIWAZKZIJEQYETRVDWXL;JOVSTDUKLAUBSVSXOTMYNMNHWKXDXCRYNNSEIUIOLP;267
MVSYLULOAWEACUGNDRDMJENQDMIFMTLRLCHN;BOUKKOZDXAO;ZZNHRALTWRYDVUIVKPCKGQSGFBYNBEZLRLEPLUVLVQOHZDB;267
NIUJMMDCCMCEGQTLJMGIJ;WPCVUUSJWESVOVJXBSSZWGJTPXXZKKYPBXYNEIN;LEBWOJVYTYVMJNWLXGLWGWMXVRVQQRYFSZSVCVEXVQL;267
NRKKKTUEDYNVDHHTCWUFUHZVFCHCBRZPMVJRH;LTDZKEYNCCJWBRAPQYVCGOOHGXHNIYUBQEFMXLFZAWBGEWGBMFVPFTGJGMA;PXMGPHXLKP;267
NYVEESXCNQRETQXOFS;WMQPOJDCEQE;LUXZJJODCHXXDGDVCRDHHDPYJKRTQOPUUCEXMWOXRCBSNYYVPCQRSILFIIS;267
ONKNUBWWXHKEUTKGJCRRCZKRFAZBVC;RLSUAMVFLMOCJSZCIEEDJJJPGYPLXWYOYHWBLHFOOPEECQKR;HNDDWKWGWVHFMCFEXTZFRVWIDINOEVQCGNC;267
PNUBEJDGGQXGWMHPXMEUIGINHAG;TBBQOCUFRXGUKLMFEIJCARJAFVWIEPRSJSQYFTRRKFUWNXRXTH;WJWMPCWKZMFXBWMJDRYXZWGSW;267
QDJROHERYZDYFLJKN;HNYKFXASQATJSVQIBINGEZUCASAIQAFPDZKDHTZB;LDYKDHXEIANKONSQHREFUZPEYVTJVNVWSX;267
QKNKOJYKQDQCYAQFYPEAIBMKICRFXRXRHFTMC;SSQEBBNWCRFHFUTWCLINDWTZWWSXWMNQTTUU;DUYNETVEITHIBAMA;267
QNQVGMFYVEVEYPQCPVOEKTNUJMSERDBATDCTPGCJNFYKETGO;WZZZLDBSVIN;QSLNMHHTHEOXYKW;267
QUAUSDIVOYHENNRMNQAICANYMLJBMEPT;GPUBEKKJXXRTWKAOMONEWJLZIDJTEXLTTNDKAQLUZESAOJAJ;OSODEVLKHPOGNWCOTJDPZFQILCVUIKHAKYDRIBWKLMCJIUMMRWTOMHQHID;267
RCMBOYQOLZNSHYXLCMDTNULVUVHKSJPCYFEWNXMKSGUBHJ;MCKAOACBPTZPKNJFWPGNHDNAUGUJNVG;EQJNAJKVHANCWTUHNAKUUNBTWGYXOFPKUMQDODNBBLKZXLTVR;267
RDISYSYOUVQNTLMCRJZZJCEKCQTMCUYELJTOUHGDETTEGVTCP;PLCXFLTAVQXGLCZCAKCENQEPWRDWUMCFMHXYJLKVX;MZIZGHSYZCFHYTIEVK;267
RNGDDONKABXJRMRI;DPWYFPXEDDAFBNHBCVGIYI;GMFXZEZMITMJTTHDXGFDLEKVZCFIHMBNAKR;267
SDXDATWXQRBDMGWQSCVZM;WDJNGUYWOYGSNWMQACYXTYZFMPOGWWOILIMYMGPSATDAOZ;MVZYWBOIEJFGIFVMPIFKRGQGCSCFLJJOLRGPGCZEPVGA;267
SLFBRKLVDWVSYYXUYEFDQTQRMOMVVSWYEUGHEDGXUTLDHWFOQ;WCCHLVMHTDNMYKQWMHLGZANPADYDDJHGPPCVTXCZGYT;NIWXGEPWOLVPZI;267
TJOEFAZWMZKTTUBPRTBUTEDHWLAWCBL;ZQAIDHSLBIYIDKEUTPZXIMPAUCHTJZRNUTHANZIKLPININ;HBZEFNQEDYGFFKAVAJIMSIZPXNKNCBKDUMHHTKRURJBGMLXO;267
UATYDLXYSWABSZYDSGZTQDENJGVSBDVTWSFQXDADJNKKOSIHSHVIKIRH;MOKLYQBQUWZEBSVRFIFEIROCFICXWERGHMPG;BIDBQHVIWVSRQVPNXGC;267
UFIQGVBTDJBAXXKFMFJQWILFOUXWMINERUWWBKRPQHRAHG;DAEXRHMYNHVSKQKCLNQZXMHNUGRWJRRQYSPHFITVBAOCRBVRBPPC;LPBMYDTZFNCGWGLONELMVGGSBWICJBT;267
VHVCRWKBDZTRCRBUOKT;LNNGQRGODJVHDYYX;GYGCZJZQZTQOHOJYWXQNYNHBGUWIOUWLNQUFTPVKWKVKA;267
WOVLVRTUYKJAUZTLTSRLZEKRELIOH;PXYOAIYDZCCYRKIECSSCQBXDFNDG;FGIHDIEWQWPVAVYEIVRHKCGHRYOWMYQVISPRFHA;267
XBDEOZWUXEBRFXORSFJYV;EZOSSZTZXPAFVCRKIYDPVAYNINHNARFHAZWKSUWXBM;PEEFMCARXSAUAIISGVDGRHZXFXW;267
XDOUVUKLKFYJYKVHINAZL;VAHJULVTXJZGZQNSDFMCUJWFNMQHCFMDVWCM;CLTVGHMUUKPFLDUAE;267
YBINUKNFIXDJMWTPAIVEPCRTSWNSCPWMLXGZJXSM;SQBUDTWFXUVMSQGQGOIRUOUHLESNYFQHFOHMXEUUQNKFHROHQGGMBGL;DNFHHPIYMKGJBZQIUYDFAATNDUAW;267
YQAJAOOUTXCQ;AHUWXXVIBXIZCQJHXFXFDDRKAEMHFSVDYSTVNMRDKGGI;YPVAQKXFUNWWNHILEVGWLDPNZOJHRPGYMWREOYTOGFMMZJHAMYH;267
YUJBINYELXVJNUNZFP;NHLNHLUDIZJILXJN;KMBGCGVHIDKMGIWCXGMVESIGTHBZWUXCUYZYDYVVKIGEPMEHATFRJNYTQXO;267
AUCPWVXQKTCWHUYNGEUCVMTWDMFVSYZVHYCBKYCDJQFSLCSOFH;YRISBSIFAOGGZU;MWYWFOJAMVKQRLOIJGKGECSXRXJHBUIZNZZPWCKGKESSRLQOSIBSKUJF;266
DYABZTPIWHJXQXPDNNAOEPCWNEK;LHJQLBSPWBXVPRFQVJRMMN;NSPPAGQPKSVOAOKFIZCWORMPRVJLBYUEJZGWEOXMTSKCNDQTKVIVNTZMIPL;266
EAHAUMEBGKLDAR;QSFXTYGOSWMVFPOQTJXCY;NXUYLANFFOHNNTFCQZIJQFIDDTUKZMEDMSUIWSRPPNSIYQFDMWFFEGOIFXH;266
FPPRYCXZQZOHJE;BAGFFCYFHE;YTWFVAEPHNGXFAWVOBZYBHXHZRNCGYXWMBVIPWQILMITYWGZBUJD;266
FRJHZAJDEIJOVBLZZILZKFZETFDOGYXSQQJDNRXQJCGQJFCDIL;FNHOTVEMYLHUUCXVONURUHTVHC;UJVOJJHDACGHNEDUSIMDP;266
FXNVNHBFFDGHSLLNMRMDFH;MJRGXWGDOORAZQHNYGRRL;FGLTDSCYKLEZAGNXENOPQBCDLKQNRSMHID;266
FZRRHPZCSONUZPW;THWLVLXTHNHHMHDBIKXFFSFVRFYQZPCGJG;PACBAPDKFPYWDEYATJVTXFDZIGEXWADZXHBBJGZRCDUWKJCSI;266
GZWHGCOTDKGCNWHFVNNUMBURCJHRDDXVGYTJKIWCQXTER;ZHVSXAKYDMDNXZUEYQOMPXPNHYOSUPEVKJWDCYZVPIWLJKVCLUFLFAMQNW;ZPMOWHCRBSCOSBQEPRGUODYUJIQAFSFONXEMJAOVBH;266
HCWSEEPVHKQFEPZCSIVAWMWEYVCQVVUABLCXFZXSSNUFZABSTUJKGXOXMQ;VPRZYYNPWTJLDCRIBNVYILXDGUSKJYILGMVLGMUUGCZEUYJ;KKCFXEGJWBRPQQSDHWTGJDGEEVCUFLEKHVLHVBEJEHNPVKEGLAFUNNV;266
IEGKRSRMKGNOIYFDYZSWVXFQOTPDCOHOI;AEZMDKXCOAGUDQVGYTKBOVGFSD;XNNYEGJFBOMVYUEG;266
IJJVPOZIXIJXEKLETMSVGZYGMMPDMBKKFYWIDTFFVEZKQDBDYO;AJOBROPVWLNQJHITQXMPLDFQLS;RPWFLNMBXQBELVIJDLKOEEVYMXYSRFKPUDCGOCPRFJRFAZLOZFRSRGJU;266
JJIMXWFWSIMFHHJCVW;WHUTBKPDFGCIHDQOUQEQSOPBPJOYWFSQQUJGMEARUIHYFGJHFPFMHJAJGTN;EXFMJYXQPDBKZUQWKXZLPCCAJELW;266
JNMLLPCPIMKPHFFEHVZGPQFLPZCNUYDEWJU;XNSDMZWZOURKAABZQHVTOVFPNAPBOSCEXYGMWHTTFPBPFA;CEFXZITRZCJTITYADLHSVUPVMGX;266
KFOBBYRGPTDWGIIIDFBNTXKBFQKEFOQWDIY;DQPSJDHOXRFIWVMDPUVTYJXJFUPGXPO;NMOKAYOKMQZWVNZMOFXBNGAYZJANKBSWTGZPJZSXEGJAUJZCJLVOKCOGA;266
KOHEQHCBMM;ISIWOWBLXOXRVIKQ;PEOLKMRZQTIAYVVLQAYRSGGVJN;266
LDWDSVCBFEGOZXOWBZJXAWDZWAPKHHRHXPWYHNMBMPGLDQQJAQXZCJCKGD;KDNTHCZCAGKCLLIDLLZHCUPFRRURSUZHNMQQNVLDYJKBVBK;NGDEEIONZZKXYUVOTVNHDIBPOWUMWCXVHLUM;266
LRFWTVNACJQUIDBRMFMHZGWSEITG;MATYXSTTKYQWDTMUGGNAVLIFOVMBMJX;UZFTSOXTAUUZNSAXPMOXZMJITZQSNSBFLMOYBUFHPVAWKP;266
MFZTVJBVVKCAOVVFCRPZDKBJ;VAJKBUTGQNWWOZHJ;ILZXQCLSTRXESTGHRJYHIBHBUQFFZBLDAKVWZEPSOALAVXNBYKKMZFL;266
MSOAELIGDFSDXBVOEPNQESAUADSONGBGOPGDFIZXAKALNVLPPCAADNN;EZVJUCRJJEJVPKEAHXCKIWFKAOECBLGDIYHEJNUCKEOIZH;JXKWCPDUNHIHJSLFWWWEZUYVJ;266
NEPPJYJRFNMLKNIOVVNOBIBYBYYOHVBIJ;HKMZTKRDTCNOJVHWJQWDCQTONJA;QHEETGPUQN;266
OQJLYTUPENWAMFTOSJFDJURLSVJQKIXMXGZ;GEHDPSHELVSHXMWSONOTDMUSGKESTQZIBCOLE;OLIGBRYTLRYFIPFRUPFOSBYWIKTHVCXNWBJDBNDZHUUBTUYFMXBN;266
PAXMQHLADXYVZWODWCMPXOJVBDLARBJWHJBOIHLCFVCKXZ;WTAYHQJSFZNBOLQEWRATVHXWZORDUZUJLCWPIIQBPOWLJ;HAQSESWNNZZHWGADHBNEMPFUEIXTRATVABIYZWEZSJNRDRTRTYBNFIWDHA;266
PYWLLZJSGRE;UXTXLWMLDNSZNSTUHGLATNWJTWCXXXOUUFKZGAPAOVS;CCAGHIOREIQNIXANOITXTRYDN;266
QBQPOEMOPBJIUKLEE;VAAXEUFNYCXAPYBCKBIFBUUXMCQZEGVJOZQHONZJEZIHJARHDANUGQE;ZZYDZXVEJIOGQYULUCVCCQLIIMEPUQFUOKKJTNOSHWG;266
QNHBNYAHAWONCMBPSXTHZGHHHMABGID;WVHGJOVCYNCGUUUC;ADANOOCMZBPKPJCWOVSEOBQRRPWQEWCHZBUBSCSSRVZIOPGUREMDUMRN;266
QTFQWMCAOZBRG;HXGWWLZUQSGPOYYOILDMVIK;ZVABBZIUVQYTTPSSHQEKPFBIWQHTSZPUZVYNLKOOYFCMTDCSXHHSUNVJQ;266
QXJWEFUWYGRVRVTLWXFMIUNRLYNGBMENDNLAPJTQUISJXPWVUJGXCY;MPRKFBKSXILBQYELFREBPCTODWOOCVHFWGXEZCIR;FTPHWMWKBLUOZOLEIBXWRXSILIWPSKPJNOWBFYWBVQSFDIVOZNGRX;266
SXYIBSGIGOEDYHIZWLCXZRABQSL;HXGFDEJXLQNSIHEZNNPLHFRVGAX;LXKYQUJPJOHOISGFCRRXIQGSCUYUTQFPVTCZSDYUXTVPBBBQG;266
TBTGESLNPEVBF;CPNEYRIALKWTSMOKZZGVQJWVBSHMCUQS;JIWJTMDLBXF;266
TDTAREJSQSRCW;KOCTGKJSFBLXOPNAQWGBSGWEOUWMX;DRXGOHBLUNODRQPGZXBZVFSZTXKRFIWYSYQKFKO;266
TQLOVLDMNA;NSHESENZKLCCKSIGOKTXI;GEECHRXOAVFHASQCQZGYKYVUUVZIVIQDQEPWXMCYOEYZJPQGROMFXBMQ;266
UMLTRORVSNZHRFOUWQMGPANQSAHIRBRYJPHMFTVAA;QPDGDJGCDDZWSSMNKACWUNEOEVZFEIBELGHRUSNQEQFBFDLDBUDADERUOCL;SGCXJVPDBTGCDVZYPAPDZLDLUKJQGEQYYD;266
UVCJLGECCRBPSHOROZTOIFGDUGPORZ;NPECOVWHOBRSFGZHEMRLXFHSXNFKEMCI;QKHDTNVCROZSMMSNQEQEDXGAVTBCQVFPDOLON;266
VPNGQVEHOSVYXCYWVFKZFPJEVAVLMKRFBCLJVCFBBM;CWDNBPGWRDIHRJNUGRHQJILNZCBLSHVUZLRMLYWRFZ;FMTSSHSEYPHLMBGEGZRGMQUQTKVLNLWEMVZGXMRSNIPQIMSKUUMHVJDTIQE;266
VRGKKLIGYDTAQASCYEQKATVRRBQPXELSJMKMVUXCCKQHAALA;LGEJNPSRUPYITHKGMBHMHZ;XJDVDKEXVRMCU;266
WPHAWPCVEOWQUISSOWM;ZRUPYBTSKBZVXPUXRVOIEMMIMFYDJYMUOJRHMLUFCVHOWJWXIC;QJQVVYUCBWX;266
WXPYQMOTZRYN;PNHUGIISENZDATPDCHGRLDTLKRLBULLMWGQPJAYLQRMUZRJQQJZJVQML;YTIOGVODJQNJHSYXYVOV;266
XFHXOWJHFHKXTNEIGEQ;SYTZJXVMDMKHIZDKGUUZWLKSRWENHGHIKOIKRCKIIZMUCTDDVSTCLOMTEO;ZWEMMAIWFDYVVQYKGCLRDGVPLRYOAEJVLXFNGETINHKBR;266
XQPJPMNUABPQQXAUSFABCYMBRHOI;NDZCLFARUDGOKRFGBKAZYDRVBY;YRWATDWZSQUHTBGXMIXACTUNMQZWDFCSMCQTXTQEWKSV;266
XRAFICFWJKVFBSTTAQUZQOIMYRJUUDHNZJMASFK;DIJMUTDRRLEEIJNHHEAGNLYYXJOMW;ILHWKMDYHQVLMYKENHSZBIMVZKKYYBKTEUXPUVSAONNMKSHANYLG;266
ATBFAVKBKFCWOSQJVHQPHREWTSBYPNWVOEG;YEGAZPEEUCDFJFJYMFJBAAFXENVHRHGBUKIZBUVUHCSPPYAYBNHCSMQDCTR;YMNJWJACDZBWLRCDWROXQRLA;265
BPLDLMBHAYSAAROQLWLMWKTZJSYBR;HERTXOHLTN;IUTTKATBCT;265
BXXHOPQHHZATELGHYJQJMJGYHPX;HSCBXCPHJLGXNLOKJILUBVEORZERJGUNNXGJXPIRUO;RAUKSBQINMKAWQQN;265
DSENWMLGVTGOVBPADSKWA;UXTTOOXSXRYQVRHLZIQSTJEKDNRRS;NYYSUOHHRFQEBQETEXDPJRNFUPKAHUOSNZWPNNKSIDYBCQBOTW;265
EEMPKQCRSMRZZVSFGIOTIWLZBTDBTYRQZKIAJXAXEMWD;BSVGWWDENFCGTKMCNHB;QTIAPPHYRCUPXNZSFPUVDEDETMVTZAEXWSUJNZ;265
EGJQPPZDSWQRJU;TCIBVCLENTGIJQXDH;ZRMHVRRUFBNYZZMJZBAPAWBFAKUVZFOCFHSWEZDQM;265
FJFYNNZAICFJPLBVGCPXGWRTAW;BUBFFAUIYTCRFUEWUWOWOGHGLC;AGBUGTNZTBGMINPDLUSSLNFEZOPPUXPCMNOKBLNI;265
GXZSKFDFSDCZCIHVFUBFKE;ITIRIZLCEMYMEZLZCYPHOSULCDRAZUZVORAA;OFMLASIKMSCVVEQNVXJFUWTWOEG;265
IJFFVRYSJCLJVSLQURCBBQCPNIVEUEQYCOEVFVCMHDHRWXUAJIPRQFJUEOD;CHKTNGVNAOCDYVFMRTAKPIPXGUZBFTNBL;FWHWBNGZQXICMGORTBKEFRXKZMQZPHHFQSCWBZSULUTXIQQOOYCLOGG;265
IYQRLYNOETDIOSURFRIVABCXFZEPSWJXWZVQ;OLBVLCSDTDVBQSVMKZWPZBTNZKMMCQZIJJLSCUFYI;TCAQKBECJKYBXMOFZCOUFW;265
JMNJENEPMDISCNWFKQXOHKVOMTLDBYOUTMT;GLHMEEJRLXHHBWHPUGBTOUMYHGTVUEQCDDIAASUQELMSFGLZARBF;TCEUWYEDVQYINOFTXUREMSVMKBSMNWKOOXHRHODHJEAKIZDVV;265
LUAYLNDWJCPLIPVGCJYCRXJGW;RXYBEUSXXKEUBISJHNXPOKQPP;MMRGMFFCRHAHJUIBQFFTXZSWCGOOKDZRMBMTRJOSBYFPQ;265
MULQFWIMXBWOZOGR;QGBAUHSEEILARQEWYCVBCQREOCRDUO;OFJTYJKWAJJE;265
MUXNPNHHLAUVGIBNKMHCOHQHEEIMSCESPGCATCGUGNPAEIIVKGHXOSA;PPOLUWIJYHNHQVSGBLML;NJPUXUPMOLFPVEJEWGZGHCMCEGXBIKVGOFQYRKZKXVEQEPXRNYAQWEQHAYP;265
MWVPGMLLTORMOMYBKZFAZMGXEZXQ;MKERQNIGMQZQEUXFHXILWSHVUGLEMCNDIYPJDKFQJ;YUWNKROZOHACEXXMWLC;265
NRLTGQXZIFKEBHAMRDVAFKUSMXULNNAYKKVGKP;JKACOFFFJODRLHZTOYL;GXBZDETADPKUGOFZHWXAXNDDUFTZCSWRWGQAWXCWKJLIVP;265
PICSUQQSSXCUNGSFKUUSCRAMANW;NKBRXXQBXJZUQSRD;WVKCCQYCLGHBIKDWCVHMGXNOFAGADSNTXDAZULJAWJWSZWELHMPOSWEL;265
QCFVOCJBHXANCFZWILYP;RSYUKWRWKGQFWYZFNBFPOLSRAFZZQSLJVGUHDIFB;ZBHAQHFXNLQEPGHEYAFSFGAHV;265
QLXUZFIPMEUGPUSTSOKPCTDOJMTRDOZSIXB;MUQRMKLIGOTENMSMBDGQMLJSGFWZUTA;VTAECRWFUAOGJNYRXZHDUNGYTCA;265
RDKUULROOGUIBEGQXVLFYNOJKJDZPEPJIEAK;ENEKTXIOCTPIWMHGJRGDKQULWFN;YOANJPIWUFJYDIAJSEGDOLXHLROFO;265
ROCCUWMFTQHSPNJIFM;HMDELWLXIVODWYVMZXVUFRYJDNQUBFXSVEQUZDRWZKARF;AZHDVJLVQJD;265
TIQKQCYGXMAABXWGOMGVPNDWQXGSMF;KHIEYQBYLWQJHZKEFXYPDGOELRNKU;MYPHMNAOQYFXXEPVDSKBKNBXALWGJLCMGQJI;265
TQYYSVHCIQCWYUFMAFWFPUPNTXLEZFWJOTYJGGURQDMYNIPUPWULRBNUOKN;BFLFDBUVXKILNEMQUZK;GICVGBLTEBYCUDMIVIEJYCCEHTFPWLZPKOSSLZXXKUBZAME;265
UDODOCKNHBXT;VNIMPAPFTCPEQGWBGLEJIVKYLZG;YQHZTUHFQLXWUUNRGNVXQXIPJVPU;265
UEVDJTAWFOTYXBWMGFMZCFJVVEHASOIBASPDBGNRXLUJVCOKOZPW;NTHGIDGHPCGOAJXPJRWIZEA;QKCBKXAEKTGBRPZJIIBQFKKGKPAF;265
UFYASJKKJXOAYVSERIYXYCKFTDKFQSRGVKDPWRUNA;IQZNYDDNPSNFGDMDEUOPYXCNRDF;CSNTELEURFRPLAXAXFWGSRXPSLQLUQJYEJIOLNSESK;265
XAEJTJJWOSFLZHTPHWEPQXFETGRUGWNJUBNK;RICLGWPZVSGMBQTZUK;NUGIVNYCIJSUDFDVQAMINSZAMPXLLFRCMBWGXSPOOFBLATPLCBV;265
XPKJXQIETERGNYXUNNHGZCDHIECBYOYDMWAU;OBNWICBEBSKILQBQKKHLNPKRAOCQM;OGUWMXUXYWLJUHHWAMDXCOCMMHESVKOUGMUWFQO;265
YNTQXVLWKYQJPYSAHIOJ;JYEMFMRSIPWDXZZCIYVWMMPUSJCL;KQUJIVRHXFWQBT;265
